scientific_name,module_id,module_name,matrix_segment,evidence_state,observed_now,evidence_level,source,basis
Aphelocoma californica,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Aphelocoma californica,C,communication,tier1_new50,not_systematically_coded,0,,,
Aphelocoma californica,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Aphelocoma californica,E,externalization,tier1_new50,not_systematically_coded,0,,,
Aphelocoma californica,F,social_architecture,tier1_new50,not_systematically_coded,0,,,
Aphelocoma californica,G,life_history_learning_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,G_life_history_proxy
Aphelocoma californica,H,energetics_neural_budget,tier1_new50,not_systematically_coded,0,,,
Aphelocoma californica,I,ecological_challenge_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,I_ecology_proxy
Aphelocoma californica,J,demography_cultural_population,tier1_new50,not_systematically_coded,0,,,
Atta cephalotes,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Atta cephalotes,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Atta cephalotes,C,communication,tier1_new50,not_systematically_coded,0,,,
Atta cephalotes,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Atta cephalotes,E,externalization,tier1_new50,positive_with_scope_limit,1,exact_species_seed,pmcid:PMC3037820,externalized_fungus_cultivation
Atta cephalotes,F,social_architecture,tier1_new50,positive,1,exact_species_seed,pmid:32506318,division_of_labor
Atta cephalotes,G,life_history_learning_opportunity,tier1_new50,not_systematically_coded,0,,,
Atta cephalotes,H,energetics_neural_budget,tier1_new50,not_systematically_coded,0,,,
Atta cephalotes,I,ecological_challenge_opportunity,tier1_new50,not_systematically_coded,0,,,
Atta cephalotes,J,demography_cultural_population,tier1_new50,not_systematically_coded,0,,,
Canis lupus,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Canis lupus,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Canis lupus,C,communication,tier1_new50,not_systematically_coded,0,,,
Canis lupus,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Canis lupus,E,externalization,tier1_new50,not_systematically_coded,0,,,
Canis lupus,F,social_architecture,tier1_new50,positive,1,exact_species_seed,pmcid:PMC5676910,conspecific_cooperation
Canis lupus,G,life_history_learning_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,G_life_history_proxy
Canis lupus,H,energetics_neural_budget,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,H_neural_energy_proxy
Canis lupus,I,ecological_challenge_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,I_ecology_proxy
Canis lupus,J,demography_cultural_population,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,J_demography_proxy
Castor canadensis,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Castor canadensis,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Castor canadensis,C,communication,tier1_new50,not_systematically_coded,0,,,
Castor canadensis,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Castor canadensis,E,externalization,tier1_new50,positive,1,exact_species_seed,pmid:28547281,persistent_dam_construction
Castor canadensis,F,social_architecture,tier1_new50,not_systematically_coded,0,,,
Castor canadensis,G,life_history_learning_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,G_life_history_proxy
Castor canadensis,H,energetics_neural_budget,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,H_neural_energy_proxy
Castor canadensis,I,ecological_challenge_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,I_ecology_proxy
Castor canadensis,J,demography_cultural_population,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,J_demography_proxy
Enhydra lutris,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Enhydra lutris,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Enhydra lutris,C,communication,tier1_new50,not_systematically_coded,0,,,
Enhydra lutris,D,manipulation_embodiment,tier1_new50,positive,1,exact_species_seed,pmcid:PMC6418163,habitual_stone_tool_use
Enhydra lutris,E,externalization,tier1_new50,not_systematically_coded,0,,,
Enhydra lutris,F,social_architecture,tier1_new50,not_systematically_coded,0,,,
Enhydra lutris,G,life_history_learning_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,G_life_history_proxy
Enhydra lutris,H,energetics_neural_budget,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,H_neural_energy_proxy
Enhydra lutris,I,ecological_challenge_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,I_ecology_proxy
Enhydra lutris,J,demography_cultural_population,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,J_demography_proxy
Heterocephalus glaber,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Heterocephalus glaber,B,social_transmission,tier1_new50,positive,1,exact_species_seed,pmid:33510025,cultural_transmission_vocal_dialect
Heterocephalus glaber,C,communication,tier1_new50,positive,1,exact_species_seed,pmid:33510025,colony_vocal_dialect
Heterocephalus glaber,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Heterocephalus glaber,E,externalization,tier1_new50,not_systematically_coded,0,,,
Heterocephalus glaber,F,social_architecture,tier1_new50,positive,1,exact_species_seed,pmid:33510025,multigenerational_cooperative_colony
Heterocephalus glaber,G,life_history_learning_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,G_life_history_proxy
Heterocephalus glaber,H,energetics_neural_budget,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,H_neural_energy_proxy
Heterocephalus glaber,I,ecological_challenge_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,I_ecology_proxy
Heterocephalus glaber,J,demography_cultural_population,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,J_demography_proxy
Labroides dimidiatus,A,generative_cognition,tier1_new50,positive_proxy,1,exact_species_seed,pmcid:PMC8484626,partner_visual_perspective_sensitivity
Labroides dimidiatus,B,social_transmission,tier1_new50,positive,1,exact_species_seed,pmcid:PMC7054547,social_learning_cheating_consequences
Labroides dimidiatus,C,communication,tier1_new50,not_systematically_coded,0,,,
Labroides dimidiatus,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Labroides dimidiatus,E,externalization,tier1_new50,not_systematically_coded,0,,,
Labroides dimidiatus,F,social_architecture,tier1_new50,not_systematically_coded,0,,,
Labroides dimidiatus,G,life_history_learning_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,G_life_history_proxy
Labroides dimidiatus,H,energetics_neural_budget,tier1_new50,not_systematically_coded,0,,,
Labroides dimidiatus,I,ecological_challenge_opportunity,tier1_new50,not_systematically_coded,0,,,
Labroides dimidiatus,J,demography_cultural_population,tier1_new50,not_systematically_coded,0,,,
Lycaon pictus,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Lycaon pictus,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Lycaon pictus,C,communication,tier1_new50,not_systematically_coded,0,,,
Lycaon pictus,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Lycaon pictus,E,externalization,tier1_new50,not_systematically_coded,0,,,
Lycaon pictus,F,social_architecture,tier1_new50,positive,1,exact_species_seed,pmcid:PMC5597819,collective_decision_quorum
Lycaon pictus,G,life_history_learning_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,G_life_history_proxy
Lycaon pictus,H,energetics_neural_budget,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,H_neural_energy_proxy
Lycaon pictus,I,ecological_challenge_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,I_ecology_proxy
Lycaon pictus,J,demography_cultural_population,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,J_demography_proxy
Portia fimbriata,A,generative_cognition,tier1_new50,positive_proxy,1,exact_species_seed,pmid:12357287,flexible_opportunistic_predatory_strategy
Portia fimbriata,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Portia fimbriata,C,communication,tier1_new50,not_systematically_coded,0,,,
Portia fimbriata,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Portia fimbriata,E,externalization,tier1_new50,not_systematically_coded,0,,,
Portia fimbriata,F,social_architecture,tier1_new50,not_systematically_coded,0,,,
Portia fimbriata,G,life_history_learning_opportunity,tier1_new50,not_systematically_coded,0,,,
Portia fimbriata,H,energetics_neural_budget,tier1_new50,not_systematically_coded,0,,,
Portia fimbriata,I,ecological_challenge_opportunity,tier1_new50,not_systematically_coded,0,,,
Portia fimbriata,J,demography_cultural_population,tier1_new50,not_systematically_coded,0,,,
Ptilonorhynchus violaceus,A,generative_cognition,tier1_new50,positive_proxy,1,exact_species_seed,pmid:17216428,compensatory_display_adjustment
Ptilonorhynchus violaceus,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Ptilonorhynchus violaceus,C,communication,tier1_new50,not_systematically_coded,0,,,
Ptilonorhynchus violaceus,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Ptilonorhynchus violaceus,E,externalization,tier1_new50,positive,1,exact_species_seed,pmid:17216428,bower_construction_and_decoration
Ptilonorhynchus violaceus,F,social_architecture,tier1_new50,not_systematically_coded,0,,,
Ptilonorhynchus violaceus,G,life_history_learning_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,G_life_history_proxy
Ptilonorhynchus violaceus,H,energetics_neural_budget,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,H_neural_energy_proxy
Ptilonorhynchus violaceus,I,ecological_challenge_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,I_ecology_proxy
Ptilonorhynchus violaceus,J,demography_cultural_population,tier1_new50,not_systematically_coded,0,,,
Rattus norvegicus,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Rattus norvegicus,B,social_transmission,tier1_new50,positive,1,exact_species_seed,pmid:24896467,social_transmission_foraging_information
Rattus norvegicus,C,communication,tier1_new50,not_systematically_coded,0,,,
Rattus norvegicus,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Rattus norvegicus,E,externalization,tier1_new50,not_systematically_coded,0,,,
Rattus norvegicus,F,social_architecture,tier1_new50,not_systematically_coded,0,,,
Rattus norvegicus,G,life_history_learning_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,G_life_history_proxy
Rattus norvegicus,H,energetics_neural_budget,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,H_neural_energy_proxy
Rattus norvegicus,I,ecological_challenge_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,I_ecology_proxy
Rattus norvegicus,J,demography_cultural_population,tier1_new50,not_systematically_coded,0,,,
Saccopteryx bilineata,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Saccopteryx bilineata,B,social_transmission,tier1_new50,positive,1,exact_species_seed,pmcid:PMC2865031,socially_tutored_vocal_learning
Saccopteryx bilineata,C,communication,tier1_new50,positive,1,exact_species_seed,pmcid:PMC2865031,vocal_imitation
Saccopteryx bilineata,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Saccopteryx bilineata,E,externalization,tier1_new50,not_systematically_coded,0,,,
Saccopteryx bilineata,F,social_architecture,tier1_new50,not_systematically_coded,0,,,
Saccopteryx bilineata,G,life_history_learning_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,G_life_history_proxy
Saccopteryx bilineata,H,energetics_neural_budget,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,H_neural_energy_proxy
Saccopteryx bilineata,I,ecological_challenge_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,I_ecology_proxy
Saccopteryx bilineata,J,demography_cultural_population,tier1_new50,not_systematically_coded,0,,,
Taeniopygia guttata,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Taeniopygia guttata,B,social_transmission,tier1_new50,positive,1,exact_species_seed,pmcid:PMC6219627,cultural_transmission_song
Taeniopygia guttata,C,communication,tier1_new50,positive,1,exact_species_seed,pmcid:PMC6219627,vocal_production_learning
Taeniopygia guttata,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Taeniopygia guttata,E,externalization,tier1_new50,not_systematically_coded,0,,,
Taeniopygia guttata,F,social_architecture,tier1_new50,not_systematically_coded,0,,,
Taeniopygia guttata,G,life_history_learning_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,G_life_history_proxy
Taeniopygia guttata,H,energetics_neural_budget,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,H_neural_energy_proxy
Taeniopygia guttata,I,ecological_challenge_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,I_ecology_proxy
Taeniopygia guttata,J,demography_cultural_population,tier1_new50,not_systematically_coded,0,,,
Acris crepitans,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Acris crepitans,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Acris crepitans,C,communication,tier1_new50,not_systematically_coded,0,,,
Acris crepitans,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Acris crepitans,E,externalization,tier1_new50,not_systematically_coded,0,,,
Acris crepitans,F,social_architecture,tier1_new50,not_systematically_coded,0,,,
Acris crepitans,G,life_history_learning_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,G_life_history_proxy
Acris crepitans,H,energetics_neural_budget,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,H_neural_energy_proxy
Acris crepitans,I,ecological_challenge_opportunity,tier1_new50,not_systematically_coded,0,,,
Acris crepitans,J,demography_cultural_population,tier1_new50,not_systematically_coded,0,,,
Birgus latro,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Birgus latro,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Birgus latro,C,communication,tier1_new50,not_systematically_coded,0,,,
Birgus latro,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Birgus latro,E,externalization,tier1_new50,not_systematically_coded,0,,,
Birgus latro,F,social_architecture,tier1_new50,not_systematically_coded,0,,,
Birgus latro,G,life_history_learning_opportunity,tier1_new50,not_systematically_coded,0,,,
Birgus latro,H,energetics_neural_budget,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,H_neural_energy_proxy
Birgus latro,I,ecological_challenge_opportunity,tier1_new50,not_systematically_coded,0,,,
Birgus latro,J,demography_cultural_population,tier1_new50,not_systematically_coded,0,,,
Camponotus sericeiventris,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Camponotus sericeiventris,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Camponotus sericeiventris,C,communication,tier1_new50,not_systematically_coded,0,,,
Camponotus sericeiventris,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Camponotus sericeiventris,E,externalization,tier1_new50,not_systematically_coded,0,,,
Camponotus sericeiventris,F,social_architecture,tier1_new50,not_systematically_coded,0,,,
Camponotus sericeiventris,G,life_history_learning_opportunity,tier1_new50,not_systematically_coded,0,,,
Camponotus sericeiventris,H,energetics_neural_budget,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,H_neural_energy_proxy
Camponotus sericeiventris,I,ecological_challenge_opportunity,tier1_new50,not_systematically_coded,0,,,
Camponotus sericeiventris,J,demography_cultural_population,tier1_new50,not_systematically_coded,0,,,
Chelydra serpentina,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Chelydra serpentina,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Chelydra serpentina,C,communication,tier1_new50,not_systematically_coded,0,,,
Chelydra serpentina,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Chelydra serpentina,E,externalization,tier1_new50,not_systematically_coded,0,,,
Chelydra serpentina,F,social_architecture,tier1_new50,not_systematically_coded,0,,,
Chelydra serpentina,G,life_history_learning_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,G_life_history_proxy
Chelydra serpentina,H,energetics_neural_budget,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,H_neural_energy_proxy
Chelydra serpentina,I,ecological_challenge_opportunity,tier1_new50,not_systematically_coded,0,,,
Chelydra serpentina,J,demography_cultural_population,tier1_new50,not_systematically_coded,0,,,
Ctenophorus nuchalis,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Ctenophorus nuchalis,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Ctenophorus nuchalis,C,communication,tier1_new50,not_systematically_coded,0,,,
Ctenophorus nuchalis,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Ctenophorus nuchalis,E,externalization,tier1_new50,not_systematically_coded,0,,,
Ctenophorus nuchalis,F,social_architecture,tier1_new50,not_systematically_coded,0,,,
Ctenophorus nuchalis,G,life_history_learning_opportunity,tier1_new50,not_systematically_coded,0,,,
Ctenophorus nuchalis,H,energetics_neural_budget,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,H_neural_energy_proxy
Ctenophorus nuchalis,I,ecological_challenge_opportunity,tier1_new50,not_systematically_coded,0,,,
Ctenophorus nuchalis,J,demography_cultural_population,tier1_new50,not_systematically_coded,0,,,
Hyla versicolor,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Hyla versicolor,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Hyla versicolor,C,communication,tier1_new50,not_systematically_coded,0,,,
Hyla versicolor,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Hyla versicolor,E,externalization,tier1_new50,not_systematically_coded,0,,,
Hyla versicolor,F,social_architecture,tier1_new50,not_systematically_coded,0,,,
Hyla versicolor,G,life_history_learning_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,G_life_history_proxy
Hyla versicolor,H,energetics_neural_budget,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,H_neural_energy_proxy
Hyla versicolor,I,ecological_challenge_opportunity,tier1_new50,not_systematically_coded,0,,,
Hyla versicolor,J,demography_cultural_population,tier1_new50,not_systematically_coded,0,,,
Metazygia rogenhoferi,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Metazygia rogenhoferi,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Metazygia rogenhoferi,C,communication,tier1_new50,not_systematically_coded,0,,,
Metazygia rogenhoferi,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Metazygia rogenhoferi,E,externalization,tier1_new50,not_systematically_coded,0,,,
Metazygia rogenhoferi,F,social_architecture,tier1_new50,not_systematically_coded,0,,,
Metazygia rogenhoferi,G,life_history_learning_opportunity,tier1_new50,not_systematically_coded,0,,,
Metazygia rogenhoferi,H,energetics_neural_budget,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,H_neural_energy_proxy
Metazygia rogenhoferi,I,ecological_challenge_opportunity,tier1_new50,not_systematically_coded,0,,,
Metazygia rogenhoferi,J,demography_cultural_population,tier1_new50,not_systematically_coded,0,,,
Natrix natrix,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Natrix natrix,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Natrix natrix,C,communication,tier1_new50,not_systematically_coded,0,,,
Natrix natrix,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Natrix natrix,E,externalization,tier1_new50,not_systematically_coded,0,,,
Natrix natrix,F,social_architecture,tier1_new50,not_systematically_coded,0,,,
Natrix natrix,G,life_history_learning_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,G_life_history_proxy
Natrix natrix,H,energetics_neural_budget,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,H_neural_energy_proxy
Natrix natrix,I,ecological_challenge_opportunity,tier1_new50,not_systematically_coded,0,,,
Natrix natrix,J,demography_cultural_population,tier1_new50,not_systematically_coded,0,,,
Nephila clavipes,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Nephila clavipes,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Nephila clavipes,C,communication,tier1_new50,not_systematically_coded,0,,,
Nephila clavipes,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Nephila clavipes,E,externalization,tier1_new50,not_systematically_coded,0,,,
Nephila clavipes,F,social_architecture,tier1_new50,not_systematically_coded,0,,,
Nephila clavipes,G,life_history_learning_opportunity,tier1_new50,not_systematically_coded,0,,,
Nephila clavipes,H,energetics_neural_budget,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,H_neural_energy_proxy
Nephila clavipes,I,ecological_challenge_opportunity,tier1_new50,not_systematically_coded,0,,,
Nephila clavipes,J,demography_cultural_population,tier1_new50,not_systematically_coded,0,,,
Paraponera clavata,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Paraponera clavata,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Paraponera clavata,C,communication,tier1_new50,not_systematically_coded,0,,,
Paraponera clavata,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Paraponera clavata,E,externalization,tier1_new50,not_systematically_coded,0,,,
Paraponera clavata,F,social_architecture,tier1_new50,not_systematically_coded,0,,,
Paraponera clavata,G,life_history_learning_opportunity,tier1_new50,not_systematically_coded,0,,,
Paraponera clavata,H,energetics_neural_budget,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,H_neural_energy_proxy
Paraponera clavata,I,ecological_challenge_opportunity,tier1_new50,not_systematically_coded,0,,,
Paraponera clavata,J,demography_cultural_population,tier1_new50,not_systematically_coded,0,,,
Periplaneta americana,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Periplaneta americana,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Periplaneta americana,C,communication,tier1_new50,not_systematically_coded,0,,,
Periplaneta americana,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Periplaneta americana,E,externalization,tier1_new50,not_systematically_coded,0,,,
Periplaneta americana,F,social_architecture,tier1_new50,not_systematically_coded,0,,,
Periplaneta americana,G,life_history_learning_opportunity,tier1_new50,not_systematically_coded,0,,,
Periplaneta americana,H,energetics_neural_budget,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,H_neural_energy_proxy
Periplaneta americana,I,ecological_challenge_opportunity,tier1_new50,not_systematically_coded,0,,,
Periplaneta americana,J,demography_cultural_population,tier1_new50,not_systematically_coded,0,,,
Platymantis vitiensis,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Platymantis vitiensis,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Platymantis vitiensis,C,communication,tier1_new50,not_systematically_coded,0,,,
Platymantis vitiensis,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Platymantis vitiensis,E,externalization,tier1_new50,not_systematically_coded,0,,,
Platymantis vitiensis,F,social_architecture,tier1_new50,not_systematically_coded,0,,,
Platymantis vitiensis,G,life_history_learning_opportunity,tier1_new50,not_systematically_coded,0,,,
Platymantis vitiensis,H,energetics_neural_budget,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,H_neural_energy_proxy
Platymantis vitiensis,I,ecological_challenge_opportunity,tier1_new50,not_systematically_coded,0,,,
Platymantis vitiensis,J,demography_cultural_population,tier1_new50,not_systematically_coded,0,,,
Porcellio laevis,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Porcellio laevis,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Porcellio laevis,C,communication,tier1_new50,not_systematically_coded,0,,,
Porcellio laevis,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Porcellio laevis,E,externalization,tier1_new50,not_systematically_coded,0,,,
Porcellio laevis,F,social_architecture,tier1_new50,not_systematically_coded,0,,,
Porcellio laevis,G,life_history_learning_opportunity,tier1_new50,not_systematically_coded,0,,,
Porcellio laevis,H,energetics_neural_budget,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,H_neural_energy_proxy
Porcellio laevis,I,ecological_challenge_opportunity,tier1_new50,not_systematically_coded,0,,,
Porcellio laevis,J,demography_cultural_population,tier1_new50,not_systematically_coded,0,,,
Trichoniscus pusillus,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Trichoniscus pusillus,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Trichoniscus pusillus,C,communication,tier1_new50,not_systematically_coded,0,,,
Trichoniscus pusillus,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Trichoniscus pusillus,E,externalization,tier1_new50,not_systematically_coded,0,,,
Trichoniscus pusillus,F,social_architecture,tier1_new50,not_systematically_coded,0,,,
Trichoniscus pusillus,G,life_history_learning_opportunity,tier1_new50,not_systematically_coded,0,,,
Trichoniscus pusillus,H,energetics_neural_budget,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,H_neural_energy_proxy
Trichoniscus pusillus,I,ecological_challenge_opportunity,tier1_new50,not_systematically_coded,0,,,
Trichoniscus pusillus,J,demography_cultural_population,tier1_new50,not_systematically_coded,0,,,
Zosis geniculata,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Zosis geniculata,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Zosis geniculata,C,communication,tier1_new50,not_systematically_coded,0,,,
Zosis geniculata,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Zosis geniculata,E,externalization,tier1_new50,not_systematically_coded,0,,,
Zosis geniculata,F,social_architecture,tier1_new50,not_systematically_coded,0,,,
Zosis geniculata,G,life_history_learning_opportunity,tier1_new50,not_systematically_coded,0,,,
Zosis geniculata,H,energetics_neural_budget,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,H_neural_energy_proxy
Zosis geniculata,I,ecological_challenge_opportunity,tier1_new50,not_systematically_coded,0,,,
Zosis geniculata,J,demography_cultural_population,tier1_new50,not_systematically_coded,0,,,
Eubalaena glacialis,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Eubalaena glacialis,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Eubalaena glacialis,C,communication,tier1_new50,not_systematically_coded,0,,,
Eubalaena glacialis,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Eubalaena glacialis,E,externalization,tier1_new50,not_systematically_coded,0,,,
Eubalaena glacialis,F,social_architecture,tier1_new50,not_systematically_coded,0,,,
Eubalaena glacialis,G,life_history_learning_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,G_life_history_proxy
Eubalaena glacialis,H,energetics_neural_budget,tier1_new50,not_systematically_coded,0,,,
Eubalaena glacialis,I,ecological_challenge_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,I_ecology_proxy
Eubalaena glacialis,J,demography_cultural_population,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,J_demography_proxy
Dasyurus maculatus,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Dasyurus maculatus,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Dasyurus maculatus,C,communication,tier1_new50,not_systematically_coded,0,,,
Dasyurus maculatus,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Dasyurus maculatus,E,externalization,tier1_new50,not_systematically_coded,0,,,
Dasyurus maculatus,F,social_architecture,tier1_new50,not_systematically_coded,0,,,
Dasyurus maculatus,G,life_history_learning_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,G_life_history_proxy
