tier1_rank,scientific_name,pool_role,target_id,target_kind,already_seeded,primary_query,alternate_taxonomy_query,negative_evidence_query,search_status,screening_status
8,Labroides dimidiatus,theory_discriminating_candidate,O5,outcome,no,"""Labroides dimidiatus"" AND (recombination OR specialization OR specialisation OR ""division of labor"" OR ""division of labour"" OR ""distributed knowledge"" OR ""network memory"" OR ""cross-group"")",,"""Labroides dimidiatus"" AND (recombination OR specialization OR specialisation OR ""division of labor"" OR ""division of labour"" OR ""distributed knowledge"" OR ""network memory"" OR ""cross-group"") AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
8,Labroides dimidiatus,theory_discriminating_candidate,O6,outcome,no,"""Labroides dimidiatus"" AND (artifact OR artefact OR construction OR cache OR trail OR nest OR dam OR bower OR ""persistent structure"" OR ""environmental modification"")",,"""Labroides dimidiatus"" AND (artifact OR artefact OR construction OR cache OR trail OR nest OR dam OR bower OR ""persistent structure"" OR ""environmental modification"") AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
8,Labroides dimidiatus,theory_discriminating_candidate,O7,outcome,no,"""Labroides dimidiatus"" AND (""cumulative culture"" OR ""open-ended"" OR ""open ended"" OR ""cultural evolution"" OR ""cumulative technological"" OR ""cumulative improvement"")",,"""Labroides dimidiatus"" AND (""cumulative culture"" OR ""open-ended"" OR ""open ended"" OR ""cultural evolution"" OR ""cumulative technological"" OR ""cumulative improvement"") AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
9,Lycaon pictus,theory_discriminating_candidate,A,module,no,"""Lycaon pictus"" AND (""problem solving"" OR innovation OR ""behavioral flexibility"" OR ""behavioural flexibility"" OR ""reversal learning"" OR detour OR planning OR ""means-end"" OR causal)",,"""Lycaon pictus"" AND (""problem solving"" OR innovation OR ""behavioral flexibility"" OR ""behavioural flexibility"" OR ""reversal learning"" OR detour OR planning OR ""means-end"" OR causal) AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
9,Lycaon pictus,theory_discriminating_candidate,B,module,no,"""Lycaon pictus"" AND (""social learning"" OR imitation OR emulation OR teaching OR transmission OR tradition OR cultural)",,"""Lycaon pictus"" AND (""social learning"" OR imitation OR emulation OR teaching OR transmission OR tradition OR cultural) AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
9,Lycaon pictus,theory_discriminating_candidate,C,module,no,"""Lycaon pictus"" AND (""vocal learning"" OR communication OR signalling OR signaling OR referential OR combinatorial OR compositional OR ""turn-taking"" OR audience)",,"""Lycaon pictus"" AND (""vocal learning"" OR communication OR signalling OR signaling OR referential OR combinatorial OR compositional OR ""turn-taking"" OR audience) AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
9,Lycaon pictus,theory_discriminating_candidate,D,module,no,"""Lycaon pictus"" AND (""tool use"" OR ""tool manufacture"" OR manipulation OR manipulatory OR construction OR ""object modification"" OR transport)",,"""Lycaon pictus"" AND (""tool use"" OR ""tool manufacture"" OR manipulation OR manipulatory OR construction OR ""object modification"" OR transport) AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
9,Lycaon pictus,theory_discriminating_candidate,E,module,no,"""Lycaon pictus"" AND (artifact OR artefact OR construction OR nest OR dam OR cache OR trail OR bower OR ""environmental modification"" OR externalization OR externalisation)",,"""Lycaon pictus"" AND (artifact OR artefact OR construction OR nest OR dam OR cache OR trail OR bower OR ""environmental modification"" OR externalization OR externalisation) AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
9,Lycaon pictus,theory_discriminating_candidate,F,module,yes,"""Lycaon pictus"" AND (cooperation OR cooperative OR ""social tolerance"" OR ""division of labor"" OR ""division of labour"" OR ""social network"" OR ""group decision"" OR ""fission-fusion"" OR alloparental)",,"""Lycaon pictus"" AND (cooperation OR cooperative OR ""social tolerance"" OR ""division of labor"" OR ""division of labour"" OR ""social network"" OR ""group decision"" OR ""fission-fusion"" OR alloparental) AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
9,Lycaon pictus,theory_discriminating_candidate,O1,outcome,no,"""Lycaon pictus"" AND (innovation OR ""novel problem"" OR ""problem solving"" OR transfer OR detour OR planning OR ""means-end"" OR reversal)",,"""Lycaon pictus"" AND (innovation OR ""novel problem"" OR ""problem solving"" OR transfer OR detour OR planning OR ""means-end"" OR reversal) AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
9,Lycaon pictus,theory_discriminating_candidate,O2,outcome,no,"""Lycaon pictus"" AND (tradition OR cultural OR culture OR ""socially transmitted"" OR ""social transmission"" OR dialect)",,"""Lycaon pictus"" AND (tradition OR cultural OR culture OR ""socially transmitted"" OR ""social transmission"" OR dialect) AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
9,Lycaon pictus,theory_discriminating_candidate,O3,outcome,no,"""Lycaon pictus"" AND (""cumulative culture"" OR cumulative OR ""transmission chain"" OR ""successive improvement"" OR ""ratchet"" OR ""naive individuals"" OR ""independent innovation"")",,"""Lycaon pictus"" AND (""cumulative culture"" OR cumulative OR ""transmission chain"" OR ""successive improvement"" OR ""ratchet"" OR ""naive individuals"" OR ""independent innovation"") AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
9,Lycaon pictus,theory_discriminating_candidate,O4,outcome,no,"""Lycaon pictus"" AND (""cultural repertoire"" OR ""behavioural repertoire"" OR ""behavioral repertoire"" OR ""cultural variants"" OR traditions)",,"""Lycaon pictus"" AND (""cultural repertoire"" OR ""behavioural repertoire"" OR ""behavioral repertoire"" OR ""cultural variants"" OR traditions) AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
9,Lycaon pictus,theory_discriminating_candidate,O5,outcome,no,"""Lycaon pictus"" AND (recombination OR specialization OR specialisation OR ""division of labor"" OR ""division of labour"" OR ""distributed knowledge"" OR ""network memory"" OR ""cross-group"")",,"""Lycaon pictus"" AND (recombination OR specialization OR specialisation OR ""division of labor"" OR ""division of labour"" OR ""distributed knowledge"" OR ""network memory"" OR ""cross-group"") AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
9,Lycaon pictus,theory_discriminating_candidate,O6,outcome,no,"""Lycaon pictus"" AND (artifact OR artefact OR construction OR cache OR trail OR nest OR dam OR bower OR ""persistent structure"" OR ""environmental modification"")",,"""Lycaon pictus"" AND (artifact OR artefact OR construction OR cache OR trail OR nest OR dam OR bower OR ""persistent structure"" OR ""environmental modification"") AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
9,Lycaon pictus,theory_discriminating_candidate,O7,outcome,no,"""Lycaon pictus"" AND (""cumulative culture"" OR ""open-ended"" OR ""open ended"" OR ""cultural evolution"" OR ""cumulative technological"" OR ""cumulative improvement"")",,"""Lycaon pictus"" AND (""cumulative culture"" OR ""open-ended"" OR ""open ended"" OR ""cultural evolution"" OR ""cumulative technological"" OR ""cumulative improvement"") AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
10,Portia fimbriata,theory_discriminating_candidate,A,module,yes,"""Portia fimbriata"" AND (""problem solving"" OR innovation OR ""behavioral flexibility"" OR ""behavioural flexibility"" OR ""reversal learning"" OR detour OR planning OR ""means-end"" OR causal)",,"""Portia fimbriata"" AND (""problem solving"" OR innovation OR ""behavioral flexibility"" OR ""behavioural flexibility"" OR ""reversal learning"" OR detour OR planning OR ""means-end"" OR causal) AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
10,Portia fimbriata,theory_discriminating_candidate,B,module,no,"""Portia fimbriata"" AND (""social learning"" OR imitation OR emulation OR teaching OR transmission OR tradition OR cultural)",,"""Portia fimbriata"" AND (""social learning"" OR imitation OR emulation OR teaching OR transmission OR tradition OR cultural) AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
10,Portia fimbriata,theory_discriminating_candidate,C,module,no,"""Portia fimbriata"" AND (""vocal learning"" OR communication OR signalling OR signaling OR referential OR combinatorial OR compositional OR ""turn-taking"" OR audience)",,"""Portia fimbriata"" AND (""vocal learning"" OR communication OR signalling OR signaling OR referential OR combinatorial OR compositional OR ""turn-taking"" OR audience) AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
10,Portia fimbriata,theory_discriminating_candidate,D,module,no,"""Portia fimbriata"" AND (""tool use"" OR ""tool manufacture"" OR manipulation OR manipulatory OR construction OR ""object modification"" OR transport)",,"""Portia fimbriata"" AND (""tool use"" OR ""tool manufacture"" OR manipulation OR manipulatory OR construction OR ""object modification"" OR transport) AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
10,Portia fimbriata,theory_discriminating_candidate,E,module,no,"""Portia fimbriata"" AND (artifact OR artefact OR construction OR nest OR dam OR cache OR trail OR bower OR ""environmental modification"" OR externalization OR externalisation)",,"""Portia fimbriata"" AND (artifact OR artefact OR construction OR nest OR dam OR cache OR trail OR bower OR ""environmental modification"" OR externalization OR externalisation) AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
10,Portia fimbriata,theory_discriminating_candidate,F,module,no,"""Portia fimbriata"" AND (cooperation OR cooperative OR ""social tolerance"" OR ""division of labor"" OR ""division of labour"" OR ""social network"" OR ""group decision"" OR ""fission-fusion"" OR alloparental)",,"""Portia fimbriata"" AND (cooperation OR cooperative OR ""social tolerance"" OR ""division of labor"" OR ""division of labour"" OR ""social network"" OR ""group decision"" OR ""fission-fusion"" OR alloparental) AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
10,Portia fimbriata,theory_discriminating_candidate,O1,outcome,no,"""Portia fimbriata"" AND (innovation OR ""novel problem"" OR ""problem solving"" OR transfer OR detour OR planning OR ""means-end"" OR reversal)",,"""Portia fimbriata"" AND (innovation OR ""novel problem"" OR ""problem solving"" OR transfer OR detour OR planning OR ""means-end"" OR reversal) AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
10,Portia fimbriata,theory_discriminating_candidate,O2,outcome,no,"""Portia fimbriata"" AND (tradition OR cultural OR culture OR ""socially transmitted"" OR ""social transmission"" OR dialect)",,"""Portia fimbriata"" AND (tradition OR cultural OR culture OR ""socially transmitted"" OR ""social transmission"" OR dialect) AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
10,Portia fimbriata,theory_discriminating_candidate,O3,outcome,no,"""Portia fimbriata"" AND (""cumulative culture"" OR cumulative OR ""transmission chain"" OR ""successive improvement"" OR ""ratchet"" OR ""naive individuals"" OR ""independent innovation"")",,"""Portia fimbriata"" AND (""cumulative culture"" OR cumulative OR ""transmission chain"" OR ""successive improvement"" OR ""ratchet"" OR ""naive individuals"" OR ""independent innovation"") AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
10,Portia fimbriata,theory_discriminating_candidate,O4,outcome,no,"""Portia fimbriata"" AND (""cultural repertoire"" OR ""behavioural repertoire"" OR ""behavioral repertoire"" OR ""cultural variants"" OR traditions)",,"""Portia fimbriata"" AND (""cultural repertoire"" OR ""behavioural repertoire"" OR ""behavioral repertoire"" OR ""cultural variants"" OR traditions) AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
10,Portia fimbriata,theory_discriminating_candidate,O5,outcome,no,"""Portia fimbriata"" AND (recombination OR specialization OR specialisation OR ""division of labor"" OR ""division of labour"" OR ""distributed knowledge"" OR ""network memory"" OR ""cross-group"")",,"""Portia fimbriata"" AND (recombination OR specialization OR specialisation OR ""division of labor"" OR ""division of labour"" OR ""distributed knowledge"" OR ""network memory"" OR ""cross-group"") AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
10,Portia fimbriata,theory_discriminating_candidate,O6,outcome,no,"""Portia fimbriata"" AND (artifact OR artefact OR construction OR cache OR trail OR nest OR dam OR bower OR ""persistent structure"" OR ""environmental modification"")",,"""Portia fimbriata"" AND (artifact OR artefact OR construction OR cache OR trail OR nest OR dam OR bower OR ""persistent structure"" OR ""environmental modification"") AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
10,Portia fimbriata,theory_discriminating_candidate,O7,outcome,no,"""Portia fimbriata"" AND (""cumulative culture"" OR ""open-ended"" OR ""open ended"" OR ""cultural evolution"" OR ""cumulative technological"" OR ""cumulative improvement"")",,"""Portia fimbriata"" AND (""cumulative culture"" OR ""open-ended"" OR ""open ended"" OR ""cultural evolution"" OR ""cumulative technological"" OR ""cumulative improvement"") AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
11,Ptilonorhynchus violaceus,theory_discriminating_candidate,A,module,yes,"""Ptilonorhynchus violaceus"" AND (""problem solving"" OR innovation OR ""behavioral flexibility"" OR ""behavioural flexibility"" OR ""reversal learning"" OR detour OR planning OR ""means-end"" OR causal)",,"""Ptilonorhynchus violaceus"" AND (""problem solving"" OR innovation OR ""behavioral flexibility"" OR ""behavioural flexibility"" OR ""reversal learning"" OR detour OR planning OR ""means-end"" OR causal) AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
11,Ptilonorhynchus violaceus,theory_discriminating_candidate,B,module,no,"""Ptilonorhynchus violaceus"" AND (""social learning"" OR imitation OR emulation OR teaching OR transmission OR tradition OR cultural)",,"""Ptilonorhynchus violaceus"" AND (""social learning"" OR imitation OR emulation OR teaching OR transmission OR tradition OR cultural) AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
11,Ptilonorhynchus violaceus,theory_discriminating_candidate,C,module,no,"""Ptilonorhynchus violaceus"" AND (""vocal learning"" OR communication OR signalling OR signaling OR referential OR combinatorial OR compositional OR ""turn-taking"" OR audience)",,"""Ptilonorhynchus violaceus"" AND (""vocal learning"" OR communication OR signalling OR signaling OR referential OR combinatorial OR compositional OR ""turn-taking"" OR audience) AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
11,Ptilonorhynchus violaceus,theory_discriminating_candidate,D,module,no,"""Ptilonorhynchus violaceus"" AND (""tool use"" OR ""tool manufacture"" OR manipulation OR manipulatory OR construction OR ""object modification"" OR transport)",,"""Ptilonorhynchus violaceus"" AND (""tool use"" OR ""tool manufacture"" OR manipulation OR manipulatory OR construction OR ""object modification"" OR transport) AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
11,Ptilonorhynchus violaceus,theory_discriminating_candidate,E,module,yes,"""Ptilonorhynchus violaceus"" AND (artifact OR artefact OR construction OR nest OR dam OR cache OR trail OR bower OR ""environmental modification"" OR externalization OR externalisation)",,"""Ptilonorhynchus violaceus"" AND (artifact OR artefact OR construction OR nest OR dam OR cache OR trail OR bower OR ""environmental modification"" OR externalization OR externalisation) AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
11,Ptilonorhynchus violaceus,theory_discriminating_candidate,F,module,no,"""Ptilonorhynchus violaceus"" AND (cooperation OR cooperative OR ""social tolerance"" OR ""division of labor"" OR ""division of labour"" OR ""social network"" OR ""group decision"" OR ""fission-fusion"" OR alloparental)",,"""Ptilonorhynchus violaceus"" AND (cooperation OR cooperative OR ""social tolerance"" OR ""division of labor"" OR ""division of labour"" OR ""social network"" OR ""group decision"" OR ""fission-fusion"" OR alloparental) AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
11,Ptilonorhynchus violaceus,theory_discriminating_candidate,O1,outcome,no,"""Ptilonorhynchus violaceus"" AND (innovation OR ""novel problem"" OR ""problem solving"" OR transfer OR detour OR planning OR ""means-end"" OR reversal)",,"""Ptilonorhynchus violaceus"" AND (innovation OR ""novel problem"" OR ""problem solving"" OR transfer OR detour OR planning OR ""means-end"" OR reversal) AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
11,Ptilonorhynchus violaceus,theory_discriminating_candidate,O2,outcome,no,"""Ptilonorhynchus violaceus"" AND (tradition OR cultural OR culture OR ""socially transmitted"" OR ""social transmission"" OR dialect)",,"""Ptilonorhynchus violaceus"" AND (tradition OR cultural OR culture OR ""socially transmitted"" OR ""social transmission"" OR dialect) AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
11,Ptilonorhynchus violaceus,theory_discriminating_candidate,O3,outcome,no,"""Ptilonorhynchus violaceus"" AND (""cumulative culture"" OR cumulative OR ""transmission chain"" OR ""successive improvement"" OR ""ratchet"" OR ""naive individuals"" OR ""independent innovation"")",,"""Ptilonorhynchus violaceus"" AND (""cumulative culture"" OR cumulative OR ""transmission chain"" OR ""successive improvement"" OR ""ratchet"" OR ""naive individuals"" OR ""independent innovation"") AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
11,Ptilonorhynchus violaceus,theory_discriminating_candidate,O4,outcome,no,"""Ptilonorhynchus violaceus"" AND (""cultural repertoire"" OR ""behavioural repertoire"" OR ""behavioral repertoire"" OR ""cultural variants"" OR traditions)",,"""Ptilonorhynchus violaceus"" AND (""cultural repertoire"" OR ""behavioural repertoire"" OR ""behavioral repertoire"" OR ""cultural variants"" OR traditions) AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
11,Ptilonorhynchus violaceus,theory_discriminating_candidate,O5,outcome,no,"""Ptilonorhynchus violaceus"" AND (recombination OR specialization OR specialisation OR ""division of labor"" OR ""division of labour"" OR ""distributed knowledge"" OR ""network memory"" OR ""cross-group"")",,"""Ptilonorhynchus violaceus"" AND (recombination OR specialization OR specialisation OR ""division of labor"" OR ""division of labour"" OR ""distributed knowledge"" OR ""network memory"" OR ""cross-group"") AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
11,Ptilonorhynchus violaceus,theory_discriminating_candidate,O6,outcome,no,"""Ptilonorhynchus violaceus"" AND (artifact OR artefact OR construction OR cache OR trail OR nest OR dam OR bower OR ""persistent structure"" OR ""environmental modification"")",,"""Ptilonorhynchus violaceus"" AND (artifact OR artefact OR construction OR cache OR trail OR nest OR dam OR bower OR ""persistent structure"" OR ""environmental modification"") AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
11,Ptilonorhynchus violaceus,theory_discriminating_candidate,O7,outcome,no,"""Ptilonorhynchus violaceus"" AND (""cumulative culture"" OR ""open-ended"" OR ""open ended"" OR ""cultural evolution"" OR ""cumulative technological"" OR ""cumulative improvement"")",,"""Ptilonorhynchus violaceus"" AND (""cumulative culture"" OR ""open-ended"" OR ""open ended"" OR ""cultural evolution"" OR ""cumulative technological"" OR ""cumulative improvement"") AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
12,Rattus norvegicus,theory_discriminating_candidate,A,module,no,"""Rattus norvegicus"" AND (""problem solving"" OR innovation OR ""behavioral flexibility"" OR ""behavioural flexibility"" OR ""reversal learning"" OR detour OR planning OR ""means-end"" OR causal)",,"""Rattus norvegicus"" AND (""problem solving"" OR innovation OR ""behavioral flexibility"" OR ""behavioural flexibility"" OR ""reversal learning"" OR detour OR planning OR ""means-end"" OR causal) AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
12,Rattus norvegicus,theory_discriminating_candidate,B,module,yes,"""Rattus norvegicus"" AND (""social learning"" OR imitation OR emulation OR teaching OR transmission OR tradition OR cultural)",,"""Rattus norvegicus"" AND (""social learning"" OR imitation OR emulation OR teaching OR transmission OR tradition OR cultural) AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
12,Rattus norvegicus,theory_discriminating_candidate,C,module,no,"""Rattus norvegicus"" AND (""vocal learning"" OR communication OR signalling OR signaling OR referential OR combinatorial OR compositional OR ""turn-taking"" OR audience)",,"""Rattus norvegicus"" AND (""vocal learning"" OR communication OR signalling OR signaling OR referential OR combinatorial OR compositional OR ""turn-taking"" OR audience) AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
12,Rattus norvegicus,theory_discriminating_candidate,D,module,no,"""Rattus norvegicus"" AND (""tool use"" OR ""tool manufacture"" OR manipulation OR manipulatory OR construction OR ""object modification"" OR transport)",,"""Rattus norvegicus"" AND (""tool use"" OR ""tool manufacture"" OR manipulation OR manipulatory OR construction OR ""object modification"" OR transport) AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
12,Rattus norvegicus,theory_discriminating_candidate,E,module,no,"""Rattus norvegicus"" AND (artifact OR artefact OR construction OR nest OR dam OR cache OR trail OR bower OR ""environmental modification"" OR externalization OR externalisation)",,"""Rattus norvegicus"" AND (artifact OR artefact OR construction OR nest OR dam OR cache OR trail OR bower OR ""environmental modification"" OR externalization OR externalisation) AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
12,Rattus norvegicus,theory_discriminating_candidate,F,module,no,"""Rattus norvegicus"" AND (cooperation OR cooperative OR ""social tolerance"" OR ""division of labor"" OR ""division of labour"" OR ""social network"" OR ""group decision"" OR ""fission-fusion"" OR alloparental)",,"""Rattus norvegicus"" AND (cooperation OR cooperative OR ""social tolerance"" OR ""division of labor"" OR ""division of labour"" OR ""social network"" OR ""group decision"" OR ""fission-fusion"" OR alloparental) AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
12,Rattus norvegicus,theory_discriminating_candidate,O1,outcome,no,"""Rattus norvegicus"" AND (innovation OR ""novel problem"" OR ""problem solving"" OR transfer OR detour OR planning OR ""means-end"" OR reversal)",,"""Rattus norvegicus"" AND (innovation OR ""novel problem"" OR ""problem solving"" OR transfer OR detour OR planning OR ""means-end"" OR reversal) AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
12,Rattus norvegicus,theory_discriminating_candidate,O2,outcome,no,"""Rattus norvegicus"" AND (tradition OR cultural OR culture OR ""socially transmitted"" OR ""social transmission"" OR dialect)",,"""Rattus norvegicus"" AND (tradition OR cultural OR culture OR ""socially transmitted"" OR ""social transmission"" OR dialect) AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
12,Rattus norvegicus,theory_discriminating_candidate,O3,outcome,no,"""Rattus norvegicus"" AND (""cumulative culture"" OR cumulative OR ""transmission chain"" OR ""successive improvement"" OR ""ratchet"" OR ""naive individuals"" OR ""independent innovation"")",,"""Rattus norvegicus"" AND (""cumulative culture"" OR cumulative OR ""transmission chain"" OR ""successive improvement"" OR ""ratchet"" OR ""naive individuals"" OR ""independent innovation"") AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
12,Rattus norvegicus,theory_discriminating_candidate,O4,outcome,no,"""Rattus norvegicus"" AND (""cultural repertoire"" OR ""behavioural repertoire"" OR ""behavioral repertoire"" OR ""cultural variants"" OR traditions)",,"""Rattus norvegicus"" AND (""cultural repertoire"" OR ""behavioural repertoire"" OR ""behavioral repertoire"" OR ""cultural variants"" OR traditions) AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
12,Rattus norvegicus,theory_discriminating_candidate,O5,outcome,no,"""Rattus norvegicus"" AND (recombination OR specialization OR specialisation OR ""division of labor"" OR ""division of labour"" OR ""distributed knowledge"" OR ""network memory"" OR ""cross-group"")",,"""Rattus norvegicus"" AND (recombination OR specialization OR specialisation OR ""division of labor"" OR ""division of labour"" OR ""distributed knowledge"" OR ""network memory"" OR ""cross-group"") AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
12,Rattus norvegicus,theory_discriminating_candidate,O6,outcome,no,"""Rattus norvegicus"" AND (artifact OR artefact OR construction OR cache OR trail OR nest OR dam OR bower OR ""persistent structure"" OR ""environmental modification"")",,"""Rattus norvegicus"" AND (artifact OR artefact OR construction OR cache OR trail OR nest OR dam OR bower OR ""persistent structure"" OR ""environmental modification"") AND (""failed"" OR ""failure"" OR ""chance level"" OR ""no evidence"" OR ""did not"" OR ""unable"" OR ""not learn"" OR ""control group"")",pending,pending
