queue_rank,scientific_name,module_id,module_bundle,cohort,pool_role,current_state,current_AF_observed,module_observed_79,priority_score,search_round,search_focus
158,Bombus terrestris,D,CDF_support,retained29_backfill,retained_pilot7,not_tested,1,18,85.02,systematic_backfill,tool use / manipulation / construction / object modification
159,Octopus vulgaris,D,CDF_support,retained29_backfill,retained_pilot7,not_tested,1,18,85.02,systematic_backfill,tool use / manipulation / construction / object modification
160,Suricata suricatta,D,CDF_support,retained29_backfill,retained_pilot7,not_tested,1,18,85.02,systematic_backfill,tool use / manipulation / construction / object modification
161,Tursiops aduncus,D,CDF_support,retained29_backfill,retained_pilot7,not_tested,1,18,85.02,systematic_backfill,tool use / manipulation / construction / object modification
162,Tursiops truncatus,D,CDF_support,retained29_backfill,retained_pilot7,not_tested,1,18,85.02,systematic_backfill,tool use / manipulation / construction / object modification
163,Aldabrachelys gigantea,E,ABE_core,new50_targeted_second_pass,theory_discriminating_candidate,not_located_first_pass,2,17,83.45,targeted_second_pass,persistent externalization / cache / nest / dam / web / modified site
164,Desmodus rotundus,E,ABE_core,new50_targeted_second_pass,asnr_source_candidate,not_located_first_pass,2,17,83.45,targeted_second_pass,persistent externalization / cache / nest / dam / web / modified site
165,Hyaena brunnea,E,ABE_core,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,2,17,83.45,targeted_second_pass,persistent externalization / cache / nest / dam / web / modified site
166,Lycaon pictus,E,ABE_core,new50_targeted_second_pass,theory_discriminating_candidate,not_located_first_pass,2,17,83.45,targeted_second_pass,persistent externalization / cache / nest / dam / web / modified site
167,Paraponera clavata,E,ABE_core,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,2,17,83.45,targeted_second_pass,persistent externalization / cache / nest / dam / web / modified site
168,Pan paniscus,E,ABE_core,retained29_backfill,retained_pilot7,not_tested,3,17,82.86,systematic_backfill,persistent externalization / cache / nest / dam / web / modified site
169,Aldabrachelys gigantea,B,ABE_core,new50_targeted_second_pass,theory_discriminating_candidate,not_located_first_pass,2,22,81.54,targeted_second_pass,social learning / transmission / imitation / teaching / tradition
170,Hyaena brunnea,B,ABE_core,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,2,22,81.54,targeted_second_pass,social learning / transmission / imitation / teaching / tradition
171,Lycaon pictus,B,ABE_core,new50_targeted_second_pass,theory_discriminating_candidate,not_located_first_pass,2,22,81.54,targeted_second_pass,social learning / transmission / imitation / teaching / tradition
172,Nephila clavipes,B,ABE_core,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,2,22,81.54,targeted_second_pass,social learning / transmission / imitation / teaching / tradition
173,Paraponera clavata,B,ABE_core,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,2,22,81.54,targeted_second_pass,social learning / transmission / imitation / teaching / tradition
174,Corvus corax,B,ABE_core,retained29_backfill,retained_pilot7,not_tested,3,22,80.95,systematic_backfill,social learning / transmission / imitation / teaching / tradition
175,Pan paniscus,B,ABE_core,retained29_backfill,retained_pilot7,not_tested,3,22,80.95,systematic_backfill,social learning / transmission / imitation / teaching / tradition
176,Desmodus rotundus,A,ABE_core,new50_targeted_second_pass,asnr_source_candidate,not_located_first_pass,2,21,80.64,targeted_second_pass,innovation / transfer / reversal / planning / novel problem solving
177,Hyaena brunnea,A,ABE_core,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,2,21,80.64,targeted_second_pass,innovation / transfer / reversal / planning / novel problem solving
178,Lycaon pictus,A,ABE_core,new50_targeted_second_pass,theory_discriminating_candidate,not_located_first_pass,2,21,80.64,targeted_second_pass,innovation / transfer / reversal / planning / novel problem solving
179,Paraponera clavata,A,ABE_core,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,2,21,80.64,targeted_second_pass,innovation / transfer / reversal / planning / novel problem solving
180,Callithrix jacchus,C,CDF_support,retained29_backfill,retained_pilot7,not_tested,0,34,80.48,systematic_backfill,communication / referential / audience / vocal learning / combinatorial
181,Homo sapiens,C,CDF_support,retained29_backfill,retained_pilot7,not_tested,0,34,80.48,systematic_backfill,communication / referential / audience / vocal learning / combinatorial
182,Leontopithecus rosalia,C,CDF_support,retained29_backfill,retained_pilot7,not_tested,0,34,80.48,systematic_backfill,communication / referential / audience / vocal learning / combinatorial
183,Pongo abelii,C,CDF_support,retained29_backfill,retained_pilot7,not_tested,0,34,80.48,systematic_backfill,communication / referential / audience / vocal learning / combinatorial
184,Sapajus libidinosus,C,CDF_support,retained29_backfill,retained_pilot7,not_tested,0,34,80.48,systematic_backfill,communication / referential / audience / vocal learning / combinatorial
185,Callithrix jacchus,F,CDF_support,retained29_backfill,retained_pilot7,not_tested,0,32,80.23,systematic_backfill,cooperation / social tolerance / network / division of labour / collective decision
186,Homo sapiens,F,CDF_support,retained29_backfill,retained_pilot7,not_tested,0,32,80.23,systematic_backfill,cooperation / social tolerance / network / division of labour / collective decision
187,Leontopithecus rosalia,F,CDF_support,retained29_backfill,retained_pilot7,not_tested,0,32,80.23,systematic_backfill,cooperation / social tolerance / network / division of labour / collective decision
188,Pongo abelii,F,CDF_support,retained29_backfill,retained_pilot7,not_tested,0,32,80.23,systematic_backfill,cooperation / social tolerance / network / division of labour / collective decision
189,Sapajus libidinosus,F,CDF_support,retained29_backfill,retained_pilot7,not_tested,0,32,80.23,systematic_backfill,cooperation / social tolerance / network / division of labour / collective decision
190,Corvus corax,A,ABE_core,retained29_backfill,retained_pilot7,not_tested,3,21,80.05,systematic_backfill,innovation / transfer / reversal / planning / novel problem solving
191,Acris crepitans,D,CDF_support,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,1,18,79.90,targeted_second_pass,tool use / manipulation / construction / object modification
192,Balaenoptera musculus,D,CDF_support,new50_targeted_second_pass,acdb_source_candidate,not_located_first_pass,1,18,79.90,targeted_second_pass,tool use / manipulation / construction / object modification
193,Birgus latro,D,CDF_support,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,1,18,79.90,targeted_second_pass,tool use / manipulation / construction / object modification
194,Dendrobates pumilio,D,CDF_support,new50_targeted_second_pass,asnr_source_candidate,not_located_first_pass,1,18,79.90,targeted_second_pass,tool use / manipulation / construction / object modification
195,Eschrichtius robustus,D,CDF_support,new50_targeted_second_pass,acdb_source_candidate,not_located_first_pass,1,18,79.90,targeted_second_pass,tool use / manipulation / construction / object modification
196,Eubalaena australis,D,CDF_support,new50_targeted_second_pass,acdb_source_candidate,not_located_first_pass,1,18,79.90,targeted_second_pass,tool use / manipulation / construction / object modification
197,Eubalaena glacialis,D,CDF_support,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,1,18,79.90,targeted_second_pass,tool use / manipulation / construction / object modification
198,Galerella sanguinea,D,CDF_support,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,1,18,79.90,targeted_second_pass,tool use / manipulation / construction / object modification
199,Hyla versicolor,D,CDF_support,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,1,18,79.90,targeted_second_pass,tool use / manipulation / construction / object modification
200,Leptonychotes weddellii,D,CDF_support,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,1,18,79.90,targeted_second_pass,tool use / manipulation / construction / object modification
201,Melursus ursinus,D,CDF_support,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,1,18,79.90,targeted_second_pass,tool use / manipulation / construction / object modification
202,Otospermophilus beecheyi,D,CDF_support,new50_targeted_second_pass,asnr_source_candidate,not_located_first_pass,1,18,79.90,targeted_second_pass,tool use / manipulation / construction / object modification
203,Panthera tigris,D,CDF_support,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,1,18,79.90,targeted_second_pass,tool use / manipulation / construction / object modification
204,Porcellio laevis,D,CDF_support,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,1,18,79.90,targeted_second_pass,tool use / manipulation / construction / object modification
205,Portia fimbriata,D,CDF_support,new50_targeted_second_pass,theory_discriminating_candidate,not_located_first_pass,1,18,79.90,targeted_second_pass,tool use / manipulation / construction / object modification
206,Sarcophilus harrisii,D,CDF_support,new50_targeted_second_pass,asnr_source_candidate,not_located_first_pass,1,18,79.90,targeted_second_pass,tool use / manipulation / construction / object modification
207,Elephas maximus,D,CDF_support,retained29_backfill,retained_pilot7,not_tested,2,18,79.30,systematic_backfill,tool use / manipulation / construction / object modification
208,Loxodonta africana,D,CDF_support,retained29_backfill,retained_pilot7,not_tested,2,18,79.30,systematic_backfill,tool use / manipulation / construction / object modification
209,Macaca fuscata,D,CDF_support,retained29_backfill,retained_pilot7,not_tested,2,18,79.30,systematic_backfill,tool use / manipulation / construction / object modification
210,Megaptera novaeangliae,D,CDF_support,retained29_backfill,retained_pilot7,not_tested,2,18,79.30,systematic_backfill,tool use / manipulation / construction / object modification
211,Melopsittacus undulatus,D,CDF_support,retained29_backfill,retained_pilot7,not_tested,2,18,79.30,systematic_backfill,tool use / manipulation / construction / object modification
212,Nestor notabilis,D,CDF_support,retained29_backfill,retained_pilot7,not_tested,2,18,79.30,systematic_backfill,tool use / manipulation / construction / object modification
213,Orcinus orca,D,CDF_support,retained29_backfill,retained_pilot7,not_tested,2,18,79.30,systematic_backfill,tool use / manipulation / construction / object modification
214,Physeter macrocephalus,D,CDF_support,retained29_backfill,retained_pilot7,not_tested,2,18,79.30,systematic_backfill,tool use / manipulation / construction / object modification
215,Psittacus erithacus,D,CDF_support,retained29_backfill,retained_pilot7,not_tested,2,18,79.30,systematic_backfill,tool use / manipulation / construction / object modification
216,Bison bison,E,ABE_core,new50_targeted_second_pass,asnr_source_candidate,not_located_first_pass,3,17,77.74,targeted_second_pass,persistent externalization / cache / nest / dam / web / modified site
217,Periplaneta americana,E,ABE_core,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,3,17,77.74,targeted_second_pass,persistent externalization / cache / nest / dam / web / modified site
218,Pan troglodytes,E,ABE_core,retained29_backfill,retained_pilot7,not_tested,4,17,77.14,systematic_backfill,persistent externalization / cache / nest / dam / web / modified site
219,Bison bison,B,ABE_core,new50_targeted_second_pass,asnr_source_candidate,not_located_first_pass,3,22,75.83,targeted_second_pass,social learning / transmission / imitation / teaching / tradition
220,Enhydra lutris,B,ABE_core,new50_targeted_second_pass,theory_discriminating_candidate,not_located_first_pass,3,22,75.83,targeted_second_pass,social learning / transmission / imitation / teaching / tradition
221,Periplaneta americana,B,ABE_core,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,3,22,75.83,targeted_second_pass,social learning / transmission / imitation / teaching / tradition
222,Camponotus sericeiventris,C,CDF_support,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,34,75.36,targeted_second_pass,communication / referential / audience / vocal learning / combinatorial
223,Chelydra serpentina,C,CDF_support,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,34,75.36,targeted_second_pass,communication / referential / audience / vocal learning / combinatorial
224,Ctenophorus nuchalis,C,CDF_support,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,34,75.36,targeted_second_pass,communication / referential / audience / vocal learning / combinatorial
225,Dasyurus maculatus,C,CDF_support,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,0,34,75.36,targeted_second_pass,communication / referential / audience / vocal learning / combinatorial
226,Macropus antilopinus,C,CDF_support,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,0,34,75.36,targeted_second_pass,communication / referential / audience / vocal learning / combinatorial
227,Metazygia rogenhoferi,C,CDF_support,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,34,75.36,targeted_second_pass,communication / referential / audience / vocal learning / combinatorial
228,Natrix natrix,C,CDF_support,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,34,75.36,targeted_second_pass,communication / referential / audience / vocal learning / combinatorial
229,Platymantis vitiensis,C,CDF_support,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,34,75.36,targeted_second_pass,communication / referential / audience / vocal learning / combinatorial
230,Procyon cancrivorus,C,CDF_support,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,0,34,75.36,targeted_second_pass,communication / referential / audience / vocal learning / combinatorial
231,Tragelaphus eurycerus,C,CDF_support,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,0,34,75.36,targeted_second_pass,communication / referential / audience / vocal learning / combinatorial
232,Trichoniscus pusillus,C,CDF_support,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,34,75.36,targeted_second_pass,communication / referential / audience / vocal learning / combinatorial
233,Zosis geniculata,C,CDF_support,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,34,75.36,targeted_second_pass,communication / referential / audience / vocal learning / combinatorial
234,Camponotus sericeiventris,F,CDF_support,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,32,75.11,targeted_second_pass,cooperation / social tolerance / network / division of labour / collective decision
235,Chelydra serpentina,F,CDF_support,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,32,75.11,targeted_second_pass,cooperation / social tolerance / network / division of labour / collective decision
236,Ctenophorus nuchalis,F,CDF_support,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,32,75.11,targeted_second_pass,cooperation / social tolerance / network / division of labour / collective decision
237,Dasyurus maculatus,F,CDF_support,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,0,32,75.11,targeted_second_pass,cooperation / social tolerance / network / division of labour / collective decision
238,Macropus antilopinus,F,CDF_support,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,0,32,75.11,targeted_second_pass,cooperation / social tolerance / network / division of labour / collective decision
239,Metazygia rogenhoferi,F,CDF_support,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,32,75.11,targeted_second_pass,cooperation / social tolerance / network / division of labour / collective decision
240,Natrix natrix,F,CDF_support,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,32,75.11,targeted_second_pass,cooperation / social tolerance / network / division of labour / collective decision
241,Platymantis vitiensis,F,CDF_support,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,32,75.11,targeted_second_pass,cooperation / social tolerance / network / division of labour / collective decision
242,Procyon cancrivorus,F,CDF_support,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,0,32,75.11,targeted_second_pass,cooperation / social tolerance / network / division of labour / collective decision
243,Tragelaphus eurycerus,F,CDF_support,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,0,32,75.11,targeted_second_pass,cooperation / social tolerance / network / division of labour / collective decision
244,Trichoniscus pusillus,F,CDF_support,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,32,75.11,targeted_second_pass,cooperation / social tolerance / network / division of labour / collective decision
245,Zosis geniculata,F,CDF_support,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,32,75.11,targeted_second_pass,cooperation / social tolerance / network / division of labour / collective decision
246,Enhydra lutris,A,ABE_core,new50_targeted_second_pass,theory_discriminating_candidate,not_located_first_pass,3,21,74.93,targeted_second_pass,innovation / transfer / reversal / planning / novel problem solving
247,Gasterosteus aculeatus,A,ABE_core,new50_targeted_second_pass,asnr_source_candidate,not_located_first_pass,3,21,74.93,targeted_second_pass,innovation / transfer / reversal / planning / novel problem solving
248,Apis mellifera,C,CDF_support,retained29_backfill,retained_pilot7,not_tested,1,34,74.77,systematic_backfill,communication / referential / audience / vocal learning / combinatorial
249,Bombus terrestris,C,CDF_support,retained29_backfill,retained_pilot7,not_tested,1,34,74.77,systematic_backfill,communication / referential / audience / vocal learning / combinatorial
250,Gorilla beringei,C,CDF_support,retained29_backfill,retained_pilot7,not_tested,1,34,74.77,systematic_backfill,communication / referential / audience / vocal learning / combinatorial
251,Gorilla gorilla,C,CDF_support,retained29_backfill,retained_pilot7,not_tested,1,34,74.77,systematic_backfill,communication / referential / audience / vocal learning / combinatorial
252,Octopus vulgaris,C,CDF_support,retained29_backfill,retained_pilot7,not_tested,1,34,74.77,systematic_backfill,communication / referential / audience / vocal learning / combinatorial
253,Pongo pygmaeus,C,CDF_support,retained29_backfill,retained_pilot7,not_tested,1,34,74.77,systematic_backfill,communication / referential / audience / vocal learning / combinatorial
254,Suricata suricatta,C,CDF_support,retained29_backfill,retained_pilot7,not_tested,1,34,74.77,systematic_backfill,communication / referential / audience / vocal learning / combinatorial
255,Tursiops aduncus,C,CDF_support,retained29_backfill,retained_pilot7,not_tested,1,34,74.77,systematic_backfill,communication / referential / audience / vocal learning / combinatorial
256,Tursiops truncatus,C,CDF_support,retained29_backfill,retained_pilot7,not_tested,1,34,74.77,systematic_backfill,communication / referential / audience / vocal learning / combinatorial
257,Apis mellifera,F,CDF_support,retained29_backfill,retained_pilot7,not_tested,1,32,74.52,systematic_backfill,cooperation / social tolerance / network / division of labour / collective decision
258,Bombus terrestris,F,CDF_support,retained29_backfill,retained_pilot7,not_tested,1,32,74.52,systematic_backfill,cooperation / social tolerance / network / division of labour / collective decision
259,Gorilla beringei,F,CDF_support,retained29_backfill,retained_pilot7,not_tested,1,32,74.52,systematic_backfill,cooperation / social tolerance / network / division of labour / collective decision
260,Gorilla gorilla,F,CDF_support,retained29_backfill,retained_pilot7,not_tested,1,32,74.52,systematic_backfill,cooperation / social tolerance / network / division of labour / collective decision
261,Octopus vulgaris,F,CDF_support,retained29_backfill,retained_pilot7,not_tested,1,32,74.52,systematic_backfill,cooperation / social tolerance / network / division of labour / collective decision
262,Pongo pygmaeus,F,CDF_support,retained29_backfill,retained_pilot7,not_tested,1,32,74.52,systematic_backfill,cooperation / social tolerance / network / division of labour / collective decision
263,Suricata suricatta,F,CDF_support,retained29_backfill,retained_pilot7,not_tested,1,32,74.52,systematic_backfill,cooperation / social tolerance / network / division of labour / collective decision
264,Tursiops aduncus,F,CDF_support,retained29_backfill,retained_pilot7,not_tested,1,32,74.52,systematic_backfill,cooperation / social tolerance / network / division of labour / collective decision
265,Corvus moneduloides,A,ABE_core,retained29_backfill,retained_pilot7,not_tested,4,21,74.33,systematic_backfill,innovation / transfer / reversal / planning / novel problem solving
266,Aldabrachelys gigantea,D,CDF_support,new50_targeted_second_pass,theory_discriminating_candidate,not_located_first_pass,2,18,74.18,targeted_second_pass,tool use / manipulation / construction / object modification
267,Desmodus rotundus,D,CDF_support,new50_targeted_second_pass,asnr_source_candidate,not_located_first_pass,2,18,74.18,targeted_second_pass,tool use / manipulation / construction / object modification
268,Hyaena brunnea,D,CDF_support,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,2,18,74.18,targeted_second_pass,tool use / manipulation / construction / object modification
269,Lycaon pictus,D,CDF_support,new50_targeted_second_pass,theory_discriminating_candidate,not_located_first_pass,2,18,74.18,targeted_second_pass,tool use / manipulation / construction / object modification
270,Nephila clavipes,D,CDF_support,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,2,18,74.18,targeted_second_pass,tool use / manipulation / construction / object modification
271,Paraponera clavata,D,CDF_support,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,2,18,74.18,targeted_second_pass,tool use / manipulation / construction / object modification
272,Columba livia,D,CDF_support,retained29_backfill,retained_pilot7,not_tested,3,18,73.59,systematic_backfill,tool use / manipulation / construction / object modification
273,Corvus corax,D,CDF_support,retained29_backfill,retained_pilot7,not_tested,3,18,73.59,systematic_backfill,tool use / manipulation / construction / object modification
274,Crocuta crocuta,E,ABE_core,new50_targeted_second_pass,asnr_source_candidate,not_located_first_pass,4,17,72.02,targeted_second_pass,persistent externalization / cache / nest / dam / web / modified site
275,Poecilia reticulata,E,ABE_core,new50_targeted_second_pass,asnr_source_candidate,not_located_first_pass,4,17,72.02,targeted_second_pass,persistent externalization / cache / nest / dam / web / modified site
276,Saccopteryx bilineata,E,ABE_core,new50_targeted_second_pass,theory_discriminating_candidate,not_located_first_pass,4,17,72.02,targeted_second_pass,persistent externalization / cache / nest / dam / web / modified site
277,Atta cephalotes,B,ABE_core,new50_targeted_second_pass,theory_discriminating_candidate,not_located_first_pass,4,22,70.11,targeted_second_pass,social learning / transmission / imitation / teaching / tradition
278,Castor canadensis,B,ABE_core,new50_targeted_second_pass,theory_discriminating_candidate,not_located_first_pass,4,22,70.11,targeted_second_pass,social learning / transmission / imitation / teaching / tradition
279,Dendrobates pumilio,C,CDF_support,new50_targeted_second_pass,asnr_source_candidate,not_located_first_pass,1,34,69.65,targeted_second_pass,communication / referential / audience / vocal learning / combinatorial
280,Galerella sanguinea,C,CDF_support,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,1,34,69.65,targeted_second_pass,communication / referential / audience / vocal learning / combinatorial
281,Melursus ursinus,C,CDF_support,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,1,34,69.65,targeted_second_pass,communication / referential / audience / vocal learning / combinatorial
282,Otospermophilus beecheyi,C,CDF_support,new50_targeted_second_pass,asnr_source_candidate,not_located_first_pass,1,34,69.65,targeted_second_pass,communication / referential / audience / vocal learning / combinatorial
283,Panthera tigris,C,CDF_support,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,1,34,69.65,targeted_second_pass,communication / referential / audience / vocal learning / combinatorial
284,Porcellio laevis,C,CDF_support,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,1,34,69.65,targeted_second_pass,communication / referential / audience / vocal learning / combinatorial
285,Portia fimbriata,C,CDF_support,new50_targeted_second_pass,theory_discriminating_candidate,not_located_first_pass,1,34,69.65,targeted_second_pass,communication / referential / audience / vocal learning / combinatorial
286,Sarcophilus harrisii,C,CDF_support,new50_targeted_second_pass,asnr_source_candidate,not_located_first_pass,1,34,69.65,targeted_second_pass,communication / referential / audience / vocal learning / combinatorial
287,Acris crepitans,F,CDF_support,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,1,32,69.40,targeted_second_pass,cooperation / social tolerance / network / division of labour / collective decision
288,Balaenoptera musculus,F,CDF_support,new50_targeted_second_pass,acdb_source_candidate,not_located_first_pass,1,32,69.40,targeted_second_pass,cooperation / social tolerance / network / division of labour / collective decision
289,Birgus latro,F,CDF_support,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,1,32,69.40,targeted_second_pass,cooperation / social tolerance / network / division of labour / collective decision
290,Dendrobates pumilio,F,CDF_support,new50_targeted_second_pass,asnr_source_candidate,not_located_first_pass,1,32,69.40,targeted_second_pass,cooperation / social tolerance / network / division of labour / collective decision
291,Eschrichtius robustus,F,CDF_support,new50_targeted_second_pass,acdb_source_candidate,not_located_first_pass,1,32,69.40,targeted_second_pass,cooperation / social tolerance / network / division of labour / collective decision
292,Eubalaena australis,F,CDF_support,new50_targeted_second_pass,acdb_source_candidate,not_located_first_pass,1,32,69.40,targeted_second_pass,cooperation / social tolerance / network / division of labour / collective decision
293,Eubalaena glacialis,F,CDF_support,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,1,32,69.40,targeted_second_pass,cooperation / social tolerance / network / division of labour / collective decision
294,Hyla versicolor,F,CDF_support,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,1,32,69.40,targeted_second_pass,cooperation / social tolerance / network / division of labour / collective decision
295,Leptonychotes weddellii,F,CDF_support,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,1,32,69.40,targeted_second_pass,cooperation / social tolerance / network / division of labour / collective decision
296,Melursus ursinus,F,CDF_support,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,1,32,69.40,targeted_second_pass,cooperation / social tolerance / network / division of labour / collective decision
297,Porcellio laevis,F,CDF_support,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,1,32,69.40,targeted_second_pass,cooperation / social tolerance / network / division of labour / collective decision
298,Portia fimbriata,F,CDF_support,new50_targeted_second_pass,theory_discriminating_candidate,not_located_first_pass,1,32,69.40,targeted_second_pass,cooperation / social tolerance / network / division of labour / collective decision
299,Atta cephalotes,A,ABE_core,new50_targeted_second_pass,theory_discriminating_candidate,not_located_first_pass,4,21,69.21,targeted_second_pass,innovation / transfer / reversal / planning / novel problem solving
300,Castor canadensis,A,ABE_core,new50_targeted_second_pass,theory_discriminating_candidate,not_located_first_pass,4,21,69.21,targeted_second_pass,innovation / transfer / reversal / planning / novel problem solving
301,Cacatua goffiniana,C,CDF_support,retained29_backfill,retained_pilot7,not_tested,2,34,69.05,systematic_backfill,communication / referential / audience / vocal learning / combinatorial
302,Elephas maximus,C,CDF_support,retained29_backfill,retained_pilot7,not_tested,2,34,69.05,systematic_backfill,communication / referential / audience / vocal learning / combinatorial
303,Macaca fuscata,C,CDF_support,retained29_backfill,retained_pilot7,not_tested,2,34,69.05,systematic_backfill,communication / referential / audience / vocal learning / combinatorial
304,Nestor notabilis,C,CDF_support,retained29_backfill,retained_pilot7,not_tested,2,34,69.05,systematic_backfill,communication / referential / audience / vocal learning / combinatorial
305,Cacatua goffiniana,F,CDF_support,retained29_backfill,retained_pilot7,not_tested,2,32,68.80,systematic_backfill,cooperation / social tolerance / network / division of labour / collective decision
306,Megaptera novaeangliae,F,CDF_support,retained29_backfill,retained_pilot7,not_tested,2,32,68.80,systematic_backfill,cooperation / social tolerance / network / division of labour / collective decision
307,Melopsittacus undulatus,F,CDF_support,retained29_backfill,retained_pilot7,not_tested,2,32,68.80,systematic_backfill,cooperation / social tolerance / network / division of labour / collective decision
308,Nestor notabilis,F,CDF_support,retained29_backfill,retained_pilot7,not_tested,2,32,68.80,systematic_backfill,cooperation / social tolerance / network / division of labour / collective decision
309,Psittacus erithacus,F,CDF_support,retained29_backfill,retained_pilot7,not_tested,2,32,68.80,systematic_backfill,cooperation / social tolerance / network / division of labour / collective decision
310,Bison bison,D,CDF_support,new50_targeted_second_pass,asnr_source_candidate,not_located_first_pass,3,18,68.47,targeted_second_pass,tool use / manipulation / construction / object modification
311,Periplaneta americana,D,CDF_support,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,3,18,68.47,targeted_second_pass,tool use / manipulation / construction / object modification
312,Canis lupus,E,ABE_core,new50_targeted_second_pass,theory_discriminating_candidate,not_located_first_pass,5,17,66.31,targeted_second_pass,persistent externalization / cache / nest / dam / web / modified site
313,Labroides dimidiatus,E,ABE_core,new50_targeted_second_pass,theory_discriminating_candidate,not_located_first_pass,5,17,66.31,targeted_second_pass,persistent externalization / cache / nest / dam / web / modified site
314,Ptilonorhynchus violaceus,B,ABE_core,new50_targeted_second_pass,theory_discriminating_candidate,not_located_first_pass,5,22,64.40,targeted_second_pass,social learning / transmission / imitation / teaching / tradition
315,Aldabrachelys gigantea,C,CDF_support,new50_targeted_second_pass,theory_discriminating_candidate,not_located_first_pass,2,34,63.93,targeted_second_pass,communication / referential / audience / vocal learning / combinatorial
316,Desmodus rotundus,C,CDF_support,new50_targeted_second_pass,asnr_source_candidate,not_located_first_pass,2,34,63.93,targeted_second_pass,communication / referential / audience / vocal learning / combinatorial
