person_id,canonical_name,identity_status,openalex_work_id,publication_year,title,cited_by_count,primary_topic_name,source_author_ids,sample_reason,work_belongs_to_focal_person,review_reason,reviewer,mh_blinded_at_work_audit
cv_Q2641681,Alexander Aigner,VERIFIED_CLUSTER,W2274908839,1991,"Maximal Performance, Heart Rate and Arterial Lactate Concentration in Tetra- and Paraplegics",3,Spinal Cord Injury Research,A5035950863,latest,,,,
cv_Q2641681,Alexander Aigner,VERIFIED_CLUSTER,W2067204594,1952,Weitere Ergebnisse �ber x3+y3=z3 in quadratischen K�rpern,10,Analytic Number Theory Research,A5035950863,high_citation,,,,
cv_Q2641681,Alexander Aigner,VERIFIED_CLUSTER,W4255774764,1942,Stufenreihen in Potenzrestcharakter.,8,Physics and Engineering Research Articles,A5035950863,high_citation,,,,
cv_Q18822352,Vikram Marwah,VERIFIED_SINGLE,W2066770141,1964,COMPRESSION OF THE LATERAL POPLITEAL (COMMON PERONEAL) NERVE,26,Peripheral Nerve Disorders,A5027597196,accepted_author_fragment:A5027597196,,,,
cv_Q18822352,Vikram Marwah,VERIFIED_SINGLE,W1992629574,1985,The treatment of fractures of the tibial plateau by skeletal traction and early mobilisation,10,Bone fractures and treatments,A5027597196,temporal_median,,,,
cv_Q18822352,Vikram Marwah,VERIFIED_SINGLE,W2018280807,2012,Management of thromboangiitis obliterans using distraction osteogenesis: A retrospective study,5,Peripheral Artery Disease Management,A5027597196,latest,,,,
cv_Q104271,Michael Theunissen,VERIFIED_CLUSTER,W4247686605,1965,SCHELLINGS ANTHROPOLOGISCHER ANSATZ,8,German Literature and Culture Studies,A5005844820,accepted_author_fragment:A5005844820,,,,
cv_Q104271,Michael Theunissen,VERIFIED_CLUSTER,W2998800299,1984,The other,900,,A5067845805,accepted_author_fragment:A5067845805,,,,
cv_Q104271,Michael Theunissen,VERIFIED_CLUSTER,W1543105090,1958,Der Begriff Ernst bei Søren Kierkegaard,7,"Nietzsche, Schopenhauer, and Hegel",A5067845805,earliest,,,,
cv_Q104271,Michael Theunissen,VERIFIED_CLUSTER,W392992678,2000,Pindar : Menschenlos und Wende der Zeit,268,"Historical, Religious, and Philosophical Studies",A5067845805,temporal_median,,,,
cv_Q104271,Michael Theunissen,VERIFIED_CLUSTER,W588029440,2020,Kierkegaard's Concept of Despair,9,Kierkegaardian Philosophy and Influence,A5067845805,latest,,,,
cv_Q104271,Michael Theunissen,VERIFIED_CLUSTER,W1587428615,1984,"The other : studies in the social ontology of Husserl, Heidegger, Sartre, and Buber",453,Phenomenology and Existential Philosophy,A5067845805,high_citation,,,,
cv_Q104271,Michael Theunissen,VERIFIED_CLUSTER,W1571151675,1991,Negative Theologie der Zeit,330,Christian Theology and Mission,A5067845805,high_citation,,,,
cv_Q104271,Michael Theunissen,VERIFIED_CLUSTER,W658723901,1970,Hegels Lehre vom absoluten Geist als theologisch-politischer Traktat,305,Economic and Social Issues,A5067845805,high_citation,,,,
cv_Q104271,Michael Theunissen,VERIFIED_CLUSTER,W4300937062,2005,Kierkegaard's Concept of Despair,252,Kierkegaardian Philosophy and Influence,A5067845805,high_citation,,,,
cv_Q104271,Michael Theunissen,VERIFIED_CLUSTER,W588798833,1981,Kritische Theorie der Gesellschaft,236,Critical Theory and Philosophy,A5067845805,high_citation,,,,
cv_Q104271,Michael Theunissen,VERIFIED_CLUSTER,W4232552158,1965,Der Andere,173,,A5067845805,high_citation,,,,
cv_Q104271,Michael Theunissen,VERIFIED_CLUSTER,W1511553732,1978,Sein und Schein : die kritische Funktion der Hegelschen Logik,113,Kantian Philosophy and Modern Interpretations,A5067845805,high_citation,,,,
cv_Q56329881,Armin Buschauer,VERIFIED_SINGLE,W2162592548,2002,Transport of paclitaxel (Taxol) across the blood-brain barrier in vitro and in vivo,361,Drug Transport and Resistance Mechanisms,A5007797524,accepted_author_fragment:A5007797524,,,,
cv_Q56329881,Armin Buschauer,VERIFIED_SINGLE,W126681058,1982,Basisch substituierte Cimetidin-Analoge,1,Cell Adhesion Molecules Research,A5007797524,earliest,,,,
cv_Q56329881,Armin Buschauer,VERIFIED_SINGLE,W4406054910,2001,Similar Apparent Constitutive Activity of Human Histamine H2-Receptor Fused to Long and Short Splice Variants of Gsα,17,Mast cells and histamine,A5007797524,temporal_median,,,,
cv_Q56329881,Armin Buschauer,VERIFIED_SINGLE,W3169644303,2021,Abolishing Dopamine D2long/D3 Receptor Affinity of Subtype-Selective Carbamoylguanidine-Type Histamine H2 Receptor Agonists,12,Receptor Mechanisms and Signaling,A5007797524,latest,,,,
cv_Q56329881,Armin Buschauer,VERIFIED_SINGLE,W4232733723,2002,Transport of paclitaxel (Taxol) across the blood-brain barrier in vitro and in vivo,352,Drug Transport and Resistance Mechanisms,A5007797524,high_citation,,,,
cv_Q56329881,Armin Buschauer,VERIFIED_SINGLE,W2796451806,2018,Structural basis of small-molecule inhibition of human multidrug transporter ABCG2,339,Drug Transport and Resistance Mechanisms,A5007797524,high_citation,,,,
cv_Q56329881,Armin Buschauer,VERIFIED_SINGLE,W2056521778,2012,Molecular and cellular analysis of human histamine receptor subtypes,170,Receptor Mechanisms and Signaling,A5007797524,high_citation,,,,
cv_Q56329881,Armin Buschauer,VERIFIED_SINGLE,W1989064705,2009,Potent and Selective Inhibitors of Breast Cancer Resistance Protein (ABCG2) Derived from the p-Glycoprotein (ABCB1) Modulator Tariquidar,154,Drug Transport and Resistance Mechanisms,A5007797524,high_citation,,,,
cv_Q56329881,Armin Buschauer,VERIFIED_SINGLE,W2802089023,2018,Structural basis of ligand binding modes at the neuropeptide Y Y1 receptor,148,Neuropeptides and Animal Physiology,A5007797524,high_citation,,,,
cv_Q56329881,Armin Buschauer,VERIFIED_SINGLE,W2092475946,2004,"l-Ascorbic Acid 6-Hexadecanoate, a Potent Hyaluronidase Inhibitor",139,Proteoglycans and glycosaminoglycans research,A5007797524,high_citation,,,,
cv_Q56329881,Armin Buschauer,VERIFIED_SINGLE,W2011613059,1990,Reversible and irreversible labeling and autoradiographic localization of the cerebral histamine H2 receptor using [125I]iodinated probes.,134,Mast cells and histamine,A5007797524,high_citation,,,,
cv_Q56329881,Armin Buschauer,VERIFIED_SINGLE,W2041509453,1989,"Synthesis and in vitro pharmacology of arpromidine and related phenyl(pyridylalkyl)guanidines, a potential new class of positive inotropic drugs",112,Carbohydrate Chemistry and Synthesis,A5007797524,high_citation,,,,
cv_Q108651,Valentin Haecker,VERIFIED_SINGLE,W4232543657,1911,Allgemeine Vererbungslehre,62,"Religion, Theology, and Education",A5082428775,accepted_author_fragment:A5082428775,,,,
cv_Q108651,Valentin Haecker,VERIFIED_SINGLE,W2074964884,1890,Ueber die Farben der Vogelfedern,29,"Categorization, perception, and language",A5082428775,earliest,,,,
cv_Q108651,Valentin Haecker,VERIFIED_SINGLE,W1969913230,1920,über weitere Zusammenhänge auf dem Gebiete der Mendelforschung,4,Medical and Biological Sciences,A5082428775,temporal_median,,,,
cv_Q108651,Valentin Haecker,VERIFIED_SINGLE,W2073645189,1929,Goethes morphologische Arbeiten und die neuere Forschung,14,German Literature and Culture Studies,A5082428775,latest,,,,
cv_Q108651,Valentin Haecker,VERIFIED_SINGLE,W1992200636,1922,Zur Vererbung und Entwicklung der musikalischen Begabung,33,Musicology and Musical Analysis,A5082428775,high_citation,,,,
cv_Q108651,Valentin Haecker,VERIFIED_SINGLE,W388001613,1900,Der Gesang der Vögel : seine anatomischen und biologischen Grundlagen,15,Animal Vocal Communication and Behavior,A5082428775,high_citation,,,,
cv_Q108651,Valentin Haecker,VERIFIED_SINGLE,W2070519057,1912,Einige Ergebnisse der Erblichkeitsforschung,13,"Historical Studies on Reproduction, Gender, Health, and Societal Changes",A5082428775,high_citation,,,,
cv_Q108651,Valentin Haecker,VERIFIED_SINGLE,W2019565782,1920,Die Erblichkeit im Mannesstamm und der vaterrechtliche Familienbegriff,11,Medical and Health Sciences Research,A5082428775,high_citation,,,,
cv_Q108651,Valentin Haecker,VERIFIED_SINGLE,W2013059763,1914,Über die beschleuningende Wirkung geringer Strahlendosierungen auf tierische Eier,10,Radiation Effects and Dosimetry,A5082428775,high_citation,,,,
cv_Q108651,Valentin Haecker,VERIFIED_SINGLE,W2325888935,1924,Reizphysiologisches Über den Abendgesang der Vögel,8,Entomological Studies and Ecology,A5082428775,high_citation,,,,
cv_Q108651,Valentin Haecker,VERIFIED_SINGLE,W1996162895,1910,Ergebnisse und Ausblicke in der Keimzellenforschung,7,Medical and Health Sciences Research,A5082428775,high_citation,,,,
cv_Q108651,Valentin Haecker,VERIFIED_SINGLE,W2073673105,1911,Der Familientypus der Habsburger,7,Historical Geopolitical and Social Dynamics,A5082428775,high_citation,,,,
cv_Q16945536,Algot Werin,VERIFIED_CLUSTER,W2801451639,1962,"Vilhelm Ekelund. I, II",0,European and International Law Studies,A5040398759,accepted_author_fragment:A5040398759,,,,
cv_Q16945536,Algot Werin,VERIFIED_CLUSTER,W564635468,1938,Svensk idealism : essayer,0,Social and Educational Sciences,A5076154763,accepted_author_fragment:A5076154763,,,,
cv_Q594723,Anton Tautscher,VERIFIED_CLUSTER,W658411600,1961,Handbuch der Österreichischen Wirtschaftspolitik,27,European Socioeconomic and Political Studies,A5028266044,accepted_author_fragment:A5028266044,,,,
cv_Q594723,Anton Tautscher,VERIFIED_CLUSTER,W2742270624,1961,Handbook on Austrian economy policy.,0,European Socioeconomic and Political Studies,A5074476770,accepted_author_fragment:A5074476770,,,,
cv_Q594723,Anton Tautscher,VERIFIED_CLUSTER,W2568235246,1952,El pleno empleo y su política,0,"Employment, Labor, and Gender Studies",A5081201328,accepted_author_fragment:A5081201328,,,,
cv_Q594723,Anton Tautscher,VERIFIED_CLUSTER,W2119796224,1941,Die Arbeitsteilung als Grundproblem der Nationalökonomie bei Ernst Ludwig Carl (1722),0,European Political History Analysis,A5028266044,earliest,,,,
cv_Q594723,Anton Tautscher,VERIFIED_CLUSTER,W581878348,1954,Grenzen der Besteuerung,2,Corporate Taxation and Avoidance,A5028266044,temporal_median,,,,
cv_Q594723,Anton Tautscher,VERIFIED_CLUSTER,W2027133397,1978,Wirtschaftsgeschichte Osterreichs auf der Grundlage abendlandischer Kulturgeschichte.,1,Historical and Archaeological Studies,A5028266044,latest,,,,
cv_Q594723,Anton Tautscher,VERIFIED_CLUSTER,W583886472,1953,Die öffentliche Wirtschaft,9,Environmental Science and Technology,A5028266044,high_citation,,,,
cv_Q594723,Anton Tautscher,VERIFIED_CLUSTER,W2043871246,1948,Staatswirtschaftslehre des Kameralismus,6,European Political History Analysis,A5028266044,high_citation,,,,
cv_Q594723,Anton Tautscher,VERIFIED_CLUSTER,W3121717514,1941,Die Arbeitsteilung als Grundproblem der Nationalökonomie bei Ernst Ludwig Carl (1722),3,European Political History Analysis,A5028266044,high_citation,,,,
cv_Q594723,Anton Tautscher,VERIFIED_CLUSTER,W560603795,1971,Die österreichische wirtschaftsordnung,1,European Socioeconomic and Political Studies,A5028266044,high_citation,,,,
cv_Q594723,Anton Tautscher,VERIFIED_CLUSTER,W4249480086,1951,Die Vermögenssubstanzsteuer,0,Accounting Theory and Financial Reporting,A5028266044,high_citation,,,,
cv_Q594723,Anton Tautscher,VERIFIED_CLUSTER,W4360972420,1951,Grundlegung der integralen Finanzwissenschaft,0,European Monetary and Fiscal Policies,A5028266044,high_citation,,,,
cv_Q118326,Ernst Rexer,VERIFIED_CLUSTER,W1652132188,1931,Additive Verf�rbung von Alkalihalogenidkristallen,15,Nuclear materials and radiation effects,A5002011970,accepted_author_fragment:A5002011970,,,,
cv_Q118326,Ernst Rexer,VERIFIED_CLUSTER,W2061607585,1966,"Das Institut für Metallphysik und Reinstmetalle, Dresden, der Deutschen Akademie der Wissenschaften zu Berlin",3,Electron and X-Ray Spectroscopy Techniques,A5003181856,accepted_author_fragment:A5003181856,,,,
cv_Q118326,Ernst Rexer,VERIFIED_CLUSTER,W7204123645,1966,"Geleitwort zur Reihe „Reinststoffprobleme""",0,Engineering and Materials Science Studies,A5147921722,accepted_author_fragment:A5147921722,,,,
cv_Q118326,Ernst Rexer,VERIFIED_CLUSTER,W2032324178,1937,Untersuchungen am langwelligen Ausl�ufer der ultravioletten Eigenabsorption von Alkali-Halogenid-Kristallen,10,Inorganic Fluorides and Related Compounds,A5002011970,temporal_median,,,,
cv_Q118326,Ernst Rexer,VERIFIED_CLUSTER,W160902286,1969,NEW INVESTIGATIONS ON THE ORIGIN OF BRITTLE FRACTURE IN SPACE-CENTERED- CUBIC METALS.,0,Advanced ceramic materials synthesis,A5002011970,latest,,,,
cv_Q118326,Ernst Rexer,VERIFIED_CLUSTER,W4247985935,1932,Additive Verf�rbung von Alkalihalogenidkristallen,13,Nuclear materials and radiation effects,A5002011970,high_citation,,,,
cv_Q118326,Ernst Rexer,VERIFIED_CLUSTER,W567967414,1965,Chemische Veränderungen von Stoffen durch energiereiche Strahlung,12,Radiation Effects and Dosimetry,A5002011970,high_citation,,,,
cv_Q118326,Ernst Rexer,VERIFIED_CLUSTER,W2038728383,1932,�ber das Tempern von Salzkristallen,11,Building materials and conservation,A5002011970,high_citation,,,,
cv_Q118326,Ernst Rexer,VERIFIED_CLUSTER,W2914198774,1931,Festigkeitseigenschaften bew�sserter Salzkristalle. II,5,Solid-state spectroscopy and crystallography,A5002011970,high_citation,,,,
cv_Q118326,Ernst Rexer,VERIFIED_CLUSTER,W1984304186,1932,�ber die Natur des blauen Steinsalzes,3,Libraries and Information Services,A5002011970,high_citation,,,,
cv_Q118326,Ernst Rexer,VERIFIED_CLUSTER,W3161578480,1933,Additive Verf�rbung von Alkalihalogenidkristallen,3,Chemical Thermodynamics and Molecular Structure,A5002011970,high_citation,,,,
cv_Q118326,Ernst Rexer,VERIFIED_CLUSTER,W2044027442,1937,W�rmebehandlung und Diffusion in Salzkristallen,3,Methane Hydrates and Related Phenomena,A5002011970,high_citation,,,,
cv_Q693932,Arnim Bechmann,VERIFIED_CLUSTER,W585227072,1978,"Nutzwertanalyse, Bewertungstheorie und Planung",50,Corporate Governance and Management,A5047717282,accepted_author_fragment:A5047717282,,,,
cv_Q693932,Arnim Bechmann,VERIFIED_CLUSTER,W4400362932,1980,"Die Nutzwertanalyse der zweiten Generation – Unsinn, Spielerei oder Weiterentwicklung?",1,Social and Demographic Issues in Germany,A5050704155,accepted_author_fragment:A5050704155,,,,
cv_Q693932,Arnim Bechmann,VERIFIED_CLUSTER,W4411050560,1978,Landschaftsplanung und Ökonomie,0,"Ecology, Conservation, and Geographical Studies",A5117838490,accepted_author_fragment:A5117838490,,,,
cv_Q693932,Arnim Bechmann,VERIFIED_CLUSTER,W1937690132,2004,Die Umweltverträglichkeitsprüfung in Deutschland – Zwischenbilanz und Ausblick,0,Environmental Science and Technology,A5050704155,latest,,,,
cv_Q18738873,Robert R. Squires,VERIFIED_SINGLE,W1988863942,1998,"Ultraviolet Photoelectron Spectroscopy of the o-, m-, and p-Benzyne Negative Ions. Electron Affinities and Singlet−Triplet Splittings for o-, m-, and p-Benzyne",321,Cyclization and Aryne Chemistry,A5050147955,accepted_author_fragment:A5050147955,,,,
cv_Q18738873,Robert R. Squires,VERIFIED_SINGLE,W1976960051,1979,A microprocessor-controlled system for precise measurement of temperature changes. Determination of the enthalpies of hydrolysis of some polyoxygenated hydrocarbons,23,Chemical Thermodynamics and Molecular Structure,A5050147955,earliest,,,,
cv_Q18738873,Robert R. Squires,VERIFIED_SINGLE,W2028140569,1991,Gas-phase reactivity of fullerene anions,40,Fullerene Chemistry and Applications,A5050147955,temporal_median,,,,
cv_Q18738873,Robert R. Squires,VERIFIED_SINGLE,W2011415205,2002,Absolute Heat of Formation and Singlet−Triplet Splitting for HCCN,35,Advanced Chemical Physics Studies,A5050147955,latest,,,,
cv_Q18738873,Robert R. Squires,VERIFIED_SINGLE,W51518673,1995,The C-H Bond Energy of Benzene,311,Electrochemical Analysis and Applications,A5050147955,high_citation,,,,
cv_Q18738873,Robert R. Squires,VERIFIED_SINGLE,W2088051244,1989,Sequential solvation of atomic transition-metal ions. The second solvent molecule can bind more strongly than the first,208,Molecular Sensors and Ion Detection,A5050147955,high_citation,,,,
cv_Q18738873,Robert R. Squires,VERIFIED_SINGLE,W2007123287,1993,Bond strengths in first-row-metal carbonyl anions,201,Inorganic and Organometallic Chemistry,A5050147955,high_citation,,,,
cv_Q18738873,Robert R. Squires,VERIFIED_SINGLE,W2058541740,1988,Advances in flow reactor techniques for the study of gas‐phase ion chemistry,182,Mass Spectrometry Techniques and Applications,A5050147955,high_citation,,,,
cv_Q18738873,Robert R. Squires,VERIFIED_SINGLE,W66195362,1992,Metal (iron and nickel) carbonyl bond strengths in Fe(CO)n- and Ni(CO)n-,182,Corrosion Behavior and Inhibition,A5050147955,high_citation,,,,
cv_Q18738873,Robert R. Squires,VERIFIED_SINGLE,W2064487688,1994,"Biradical Thermochemistry from Collision-Induced Dissociation Threshold Energy Measurements. Absolute Heats of Formation of ortho-, meta-, and para-Benzyne",177,Advanced Chemical Physics Studies,A5050147955,high_citation,,,,
cv_Q18738873,Robert R. Squires,VERIFIED_SINGLE,W2002755936,1996,Photoelectron Spectroscopy of the Trimethylene- methane Negative Ion. The Singlet−Triplet Splitting of Trimethylenemethane,176,Mass Spectrometry Techniques and Applications,A5050147955,high_citation,,,,
cv_Q18738873,Robert R. Squires,VERIFIED_SINGLE,W1987438158,1997,"A reinvestigation of singlet benzyne thermochemistry predicted by CASPT2, coupled-cluster and density functional calculations",165,Advanced Chemical Physics Studies,A5050147955,high_citation,,,,
cv_Q15440160,Hans Arnsperger,VERIFIED_CLUSTER,W1967608998,1899,Zur Lehre von den sogenannten Dermoidcysten des Ovarium,5,Male Breast Health Studies,A5011649383,accepted_author_fragment:A5011649383,,,,
cv_Q15440160,Hans Arnsperger,VERIFIED_CLUSTER,W2216500393,1909,Die Roentgenuntersuchung der Brustorgane und ihre Ergebnisse für Physiologie und Pathologie,3,Radiation Dose and Imaging,A5098595922,accepted_author_fragment:A5098595922,,,,
cv_Q15440160,Hans Arnsperger,VERIFIED_CLUSTER,W2068072002,1905,Herzverziehung durch mediastinale Prozesse mit nachträglicher Lungenerkrankung,0,Tracheal and airway disorders,A5011649383,temporal_median,,,,
cv_Q5553312,Gertrude Elles,VERIFIED_SINGLE,W2899410524,1901,A Monograph of British Graptolites. Part I. Dichograptidæ. Pages 1–54; Plates I–IV,78,Fossil Insects in Amber,A5041147725,accepted_author_fragment:A5041147725,,,,
cv_Q5553312,Gertrude Elles,VERIFIED_SINGLE,W2155795909,1895,III.—Supplementary Notes on the Drygill Shales,6,Geology and Paleoclimatology Research,A5041147725,earliest,,,,
cv_Q5553312,Gertrude Elles,VERIFIED_SINGLE,W3207075919,1918,"A Monograph of British Graptolites. Part XI. Pages cxlix–clxxi, a–m, 527–539; Including Title-Page and Index",11,Evolution and Paleontology Studies,A5041147725,temporal_median,,,,
cv_Q5553312,Gertrude Elles,VERIFIED_SINGLE,W2031843115,1946,"Dame Ethel Shakespear, D. B. E",3,Geological Modeling and Analysis,A5041147725,latest,,,,
cv_Q5553312,Gertrude Elles,VERIFIED_SINGLE,W2090934660,1922,The graptolite faunas of the British Isles,67,Geology and Paleoclimatology Research,A5041147725,high_citation,,,,
cv_Q5553312,Gertrude Elles,VERIFIED_SINGLE,W2101277226,1906,The Highest Silurian Rocks of the Ludlow District,59,Geological Formations and Processes Exploration,A5041147725,high_citation,,,,
cv_Q5553312,Gertrude Elles,VERIFIED_SINGLE,W2327879713,1931,XXV.—Metamorphism in Relation to Structure in the Scottish Highlands,55,Geology and Paleoclimatology Research,A5041147725,high_citation,,,,
cv_Q5553312,Gertrude Elles,VERIFIED_SINGLE,W2151333381,1939,"The stratigraphy and faunal succession in the Ordovician rocks of the Builth-Llandrindod inlier, Radnorshire",49,Evolution and Paleontology Studies,A5041147725,high_citation,,,,
cv_Q5553312,Gertrude Elles,VERIFIED_SINGLE,W2072027572,1900,The Zonal Classification of the Wenlock Shales of the Welsh Borderland,41,Evolution and Paleontology Studies,A5041147725,high_citation,,,,
cv_Q5553312,Gertrude Elles,VERIFIED_SINGLE,W2022615307,1898,The Graptolite-Fauna of the Skiddaw Slates,37,Paleontology and Evolutionary Biology,A5041147725,high_citation,,,,
cv_Q5553312,Gertrude Elles,VERIFIED_SINGLE,W2898741173,1907,"A Monograph of British Graptolites. Part VI. Pages xcvii–cxx, 217–272; Plates XXVIII–XXXI",37,Evolution and Paleontology Studies,A5041147725,high_citation,,,,
cv_Q5553312,Gertrude Elles,VERIFIED_SINGLE,W2130589117,1925,Sedgwick Museum Notes. The Characteristic Assemblages of the Graptolite Zones of the British Isles.,35,Paleontology and Stratigraphy of Fossils,A5041147725,high_citation,,,,
cv_Q95927,Robert Gaupp,VERIFIED_CLUSTER,W2972656368,1910,Uber paranoische Veranlagung und abortive Paranoia,33,Mental Health and Psychiatry,A5037385437,accepted_author_fragment:A5037385437,,,,
cv_Q95927,Robert Gaupp,VERIFIED_CLUSTER,W1521672751,1914,Zur Psychologie des Massenmords,56,"Memory, History, Trauma, Identity",A5110908379,accepted_author_fragment:A5110908379,,,,
cv_Q95927,Robert Gaupp,VERIFIED_CLUSTER,W2927354890,1896,Das K. Württembergische Landes-Gewerbemuseum in Stuttgart,0,Medieval European History and Architecture,A5110908379,earliest,,,,
cv_Q95927,Robert Gaupp,VERIFIED_CLUSTER,W4239366406,1938,Buchbeserechungen,0,"Psychology, Coaching, and Therapy",A5110908379,temporal_median,,,,
cv_Q95927,Robert Gaupp,VERIFIED_CLUSTER,W2025398288,1954,Die histologischen Befunde und bisherigen Erfahrungen über die Zwischenhirnsekretion des Menschen,24,Medical and Health Sciences Research,A5110908379,latest,,,,
cv_Q95927,Robert Gaupp,VERIFIED_CLUSTER,W2331819492,1926,Krankheitseinheit und mischpsychosen,54,Mental Health and Psychiatry,A5110908379,high_citation,,,,
cv_Q95927,Robert Gaupp,VERIFIED_CLUSTER,W2002611549,1911,Über den Begriff der Hysterie,42,German Literature and Culture Studies,A5110908379,high_citation,,,,
cv_Q95927,Robert Gaupp,VERIFIED_CLUSTER,W2221581111,1925,Die frühe Kindheit,41,Health and Medical Studies,A5110908379,high_citation,,,,
cv_Q95927,Robert Gaupp,VERIFIED_CLUSTER,W2051153415,1939,Die Lehren Kraepelins in ihrer Bedeutung für die heutige Psychiatrie,30,Mental Health and Psychiatry,A5110908379,high_citation,,,,
cv_Q95927,Robert Gaupp,VERIFIED_CLUSTER,W1781185082,1925,Psychologie des Kindes,21,"Psychology, Coaching, and Therapy",A5110908379,high_citation,,,,
cv_Q95927,Robert Gaupp,VERIFIED_CLUSTER,W2944943648,1926,Die unfruchtbarmachung geistig und sittlich minderwertiger,19,Psychoanalysis and Social Critique,A5110908379,high_citation,,,,
cv_Q95927,Robert Gaupp,VERIFIED_CLUSTER,W2088798354,1938,Krankheit und Tod des paranoischen Massenmörders Hauptlehrer Wagner. Eine Epikrise,15,"Nietzsche, Schopenhauer, and Hegel",A5110908379,high_citation,,,,
