person_id,canonical_name,birth_year,death_year,identity_status,verified_openalex_ids,cluster_completeness,network_observable,strong_identifier_evidence,known_work_match_n,institution_match,coauthor_match,topic_field_match,career_timing_match,conflicting_orcid,reviewer,second_reviewer,adjudication_status,mh_blinded_at_identity_lock,review_date,notes
cv_Q118326,Ernst Rexer,1902,1983,VERIFIED_CLUSTER,A5002011970;A5003181856;A5147921722,moderate,false,,2,false,false,true,true,false,ARIS4C pre-exposure evidence review,,first-review-locked-work-audit-pending,true,2026-09-18,MH-blind first review: German physicist authority and physics/chemistry fragments concordant.
cv_Q12256675,Elbira Zipitria,1906,1982,NO_GRAPH_RECORD,,,false,,0,false,false,false,false,false,ARIS4C automated pre-exposure triage,,protocol-derived,true,,MH-blind identity100 initialization; review_class=no_openalex_search_hit; plausible_openalex_ids=
cv_Q5294283,Donald E. Graves,1929,2008,EXCLUDED_IDENTITY_ERROR,,,false,,0,false,false,false,false,false,ARIS4C pre-exposure evidence review,,excluded-first-review,true,2026-09-18,MH-blind first review: candidate is the 1929-2008 U.S. intelligence analyst; candidate OpenAlex leads correspond to the distinct Canadian War-of-1812 military historian and other namesakes.
cv_Q693932,Arnim Bechmann,1943,2014,VERIFIED_CLUSTER,A5047717282;A5050704155;A5117838490,moderate,false,,2,false,false,true,true,false,ARIS4C pre-exposure evidence review,,first-review-locked-work-audit-pending,true,2026-09-18,MH-blind first review: economist/planning authority and Nutzwertanalyse/environment-planning fragments concordant.
cv_Q1717446,Jürgen Manthey,1932,2018,VERIFIED_SINGLE,A5066480268,not_applicable,false,,3,false,false,true,true,false,ARIS4C pre-exposure evidence review,,first-review-locked-work-audit-pending,true,2026-09-18,MH-blind first review: German author/literary-critic authority and literary-history works concordant.
cv_Q1393663,Peter Rice,1935,1992,AMBIGUOUS_COLLISION,,,false,,0,false,false,false,false,false,ARIS4C automated pre-exposure triage,,protocol-derived,true,,MH-blind identity100 initialization; review_class=possible_name_collision_conflicting_orcid; plausible_openalex_ids=https://openalex.org/A5007862849;https://openalex.org/A5110351831;https://openalex.org/A5072681618;https://openalex.org/A5111371099;https://openalex.org/A5109116797;https://openalex.org/A5042730834;https://openalex.org/A5032310267;https://openalex.org/A5091854637
cv_Q18738873,Robert R. Squires,1953,1998,VERIFIED_SINGLE,A5050147955,not_applicable,false,,3,false,false,true,true,false,ARIS4C pre-exposure evidence review,,first-review-locked-work-audit-pending,true,2026-09-18,MH-blind first review: 1953-1998 Purdue physical chemist/gas-phase-ion profile concordant; multiple other namesake fragments including a conflicting modern ORCID are excluded.
cv_Q15067213,Marco Zamperini,1963,2013,NO_GRAPH_RECORD,,,false,,0,false,false,false,false,false,ARIS4C automated pre-exposure triage,,protocol-derived,true,,MH-blind identity100 initialization; review_class=no_openalex_search_hit; plausible_openalex_ids=
cv_Q12304083,Allan Steen Kristensen,1958,1997,NO_GRAPH_RECORD,,,false,,0,false,false,false,false,false,ARIS4C automated pre-exposure triage,,protocol-derived,true,,MH-blind identity100 initialization; review_class=no_openalex_search_hit; plausible_openalex_ids=
cv_Q5081954,Charles Read (mathematician),1958,2015,NO_GRAPH_RECORD,,,false,,0,false,false,false,false,false,ARIS4C automated pre-exposure triage,,protocol-derived,true,,MH-blind identity100 initialization; review_class=no_openalex_search_hit; plausible_openalex_ids=
cv_Q25917613,Hugo Seemann (Ökonom),1856,1932,NO_GRAPH_RECORD,,,false,,0,false,false,false,false,false,ARIS4C automated pre-exposure triage,,protocol-derived,true,,MH-blind identity100 initialization; review_class=no_openalex_search_hit; plausible_openalex_ids=
cv_Q15440160,Hans Arnsperger,1872,1955,VERIFIED_CLUSTER,A5011649383;A5098595922,moderate,false,,2,false,false,true,true,false,ARIS4C pre-exposure evidence review,,first-review-locked-work-audit-pending,true,2026-09-18,MH-blind first review: German internist authority and contemporary internal-medicine fragments concordant.
cv_Q5553312,Gertrude Elles,1872,1960,VERIFIED_SINGLE,A5041147725,not_applicable,false,,3,false,false,true,true,false,ARIS4C pre-exposure evidence review,,first-review-locked-work-audit-pending,true,2026-09-18,MH-blind first review: British geologist authority and graptolite/geology works concordant.
cv_Q95927,Robert Gaupp,1870,1953,VERIFIED_CLUSTER,A5037385437;A5110908379,moderate,false,,3,false,false,true,true,false,ARIS4C pre-exposure evidence review,,first-review-locked-work-audit-pending,true,2026-09-18,MH-blind first review: German psychiatrist authority and psychiatry fragments concordant; modern manifestations require P3 filtering.
