person_id,canonical_name,identity_status,openalex_work_id,publication_year,title,cited_by_count,primary_topic_name,source_author_ids,sample_reason,work_belongs_to_focal_person,review_reason,reviewer,mh_blinded_at_work_audit
cv_Q47216729,Alfonso W. Quiroz,VERIFIED_CLUSTER,W4233165095,1995,Las promesas ambiguas: Criollismo colonial en los Andes.,20,Historical Studies in Latin America,A5073210039,high_citation,true,"Deterministic 12-work audit covers all three accepted Author-ID fragment anchors and is consistently Peru/Cuba economic, financial, colonial and corruption history. Universidad del Pacífico and Wilson Center independently confirm focal works/career; no sampled contamination found.",ARIS4C 000 pre-exposure evidence review,true
cv_Q47216729,Alfonso W. Quiroz,VERIFIED_CLUSTER,W4383213017,1993,"Deudas olvidadas : instrumentos de crédito en la economía colonial peruana, 1750-1820",18,Historical Studies in Latin America,A5073210039,high_citation,true,"Deterministic 12-work audit covers all three accepted Author-ID fragment anchors and is consistently Peru/Cuba economic, financial, colonial and corruption history. Universidad del Pacífico and Wilson Center independently confirm focal works/career; no sampled contamination found.",ARIS4C 000 pre-exposure evidence review,true
cv_Q5712976,Folke Engström,VERIFIED_SINGLE,W1639451164,1881,"Beobachtungen, Elemente und Ephemeride des Cometen b 1881",0,Astro and Planetary Science,A5064616876,accepted_author_fragment:A5064616876,true,Deterministic 12-work audit is consistently Lund astronomy/comet/star-catalogue output across 1881-1902; automated topic-label outliers are not authorship evidence and no sampled contamination was found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q5712976,Folke Engström,VERIFIED_SINGLE,W2100880172,1892,Aufforderung betr. Beobachtungen des Cometen 1890. II,0,Astro and Planetary Science,A5064616876,temporal_median,true,Deterministic 12-work audit is consistently Lund astronomy/comet/star-catalogue output across 1881-1902; automated topic-label outliers are not authorship evidence and no sampled contamination was found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q5712976,Folke Engström,VERIFIED_SINGLE,W568153358,1902,Catalog von 11446 Sternen : zwischen 34°42′und 40°10′ nördlicher Declination 1855 für das Aequinoctium 1875 : nach Zonen-beobachtungen am repsold'schen Meridiankreise der Universitäts-Sternwarte zu Lund in den Jahren 1879 bis 1882 und 1892 bis 1895 . Mit einem Anhang von 681 Sternörtern aus der Zone 34°42′bis 38°33′nach Beobachtungen von A. Lindstedt im Jahre 1878,0,History and Developments in Astronomy,A5064616876,latest,true,Deterministic 12-work audit is consistently Lund astronomy/comet/star-catalogue output across 1881-1902; automated topic-label outliers are not authorship evidence and no sampled contamination was found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q5712976,Folke Engström,VERIFIED_SINGLE,W1968725497,1882,Bahnbestimmung des Cometen 1847 II,0,Astro and Planetary Science,A5064616876,high_citation,true,Deterministic 12-work audit is consistently Lund astronomy/comet/star-catalogue output across 1881-1902; automated topic-label outliers are not authorship evidence and no sampled contamination was found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q5712976,Folke Engström,VERIFIED_SINGLE,W1977346057,1882,Beobachtungen des grossen Septembercometen auf der Sternwarte zu Lund,0,History and Developments in Astronomy,A5064616876,high_citation,true,Deterministic 12-work audit is consistently Lund astronomy/comet/star-catalogue output across 1881-1902; automated topic-label outliers are not authorship evidence and no sampled contamination was found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q5712976,Folke Engström,VERIFIED_SINGLE,W2160322452,1882,Ephemeride des Cometen 1881 III,0,Astro and Planetary Science,A5064616876,high_citation,true,Deterministic 12-work audit is consistently Lund astronomy/comet/star-catalogue output across 1881-1902; automated topic-label outliers are not authorship evidence and no sampled contamination was found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q5712976,Folke Engström,VERIFIED_SINGLE,W4230561762,1884,Beobachtungen des Cometen 1884 Wolf,0,Astro and Planetary Science,A5064616876,high_citation,true,Deterministic 12-work audit is consistently Lund astronomy/comet/star-catalogue output across 1881-1902; automated topic-label outliers are not authorship evidence and no sampled contamination was found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q5712976,Folke Engström,VERIFIED_SINGLE,W2022595851,1885,Beobachtungen des Encke'schen Cometen (1885…),0,History and Developments in Astronomy,A5064616876,high_citation,true,Deterministic 12-work audit is consistently Lund astronomy/comet/star-catalogue output across 1881-1902; automated topic-label outliers are not authorship evidence and no sampled contamination was found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q5712976,Folke Engström,VERIFIED_SINGLE,W623416560,1889,"Observations des étoiles de la zone entre 35° et 40° de déclinaison boréale, faites à l'observatoire de Lund et réduites à l'équinoxe moyen de 1875,0",0,Historical Geography and Cartography,A5064616876,high_citation,true,Deterministic 12-work audit is consistently Lund astronomy/comet/star-catalogue output across 1881-1902; automated topic-label outliers are not authorship evidence and no sampled contamination was found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q5712976,Folke Engström,VERIFIED_SINGLE,W1964499369,1895,Ephemeride für die Wiederkehr des Faye'schen Cometen,0,History and Developments in Astronomy,A5064616876,high_citation,true,Deterministic 12-work audit is consistently Lund astronomy/comet/star-catalogue output across 1881-1902; automated topic-label outliers are not authorship evidence and no sampled contamination was found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q5712976,Folke Engström,VERIFIED_SINGLE,W2114457066,1896,Ephemeride für den Faye'schen Cometen 1896 …,0,Chemical synthesis and alkaloids,A5064616876,high_citation,true,Deterministic 12-work audit is consistently Lund astronomy/comet/star-catalogue output across 1881-1902; automated topic-label outliers are not authorship evidence and no sampled contamination was found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q5712976,Folke Engström,VERIFIED_SINGLE,W2164567386,1896,Ephemeride des Faye'schen Cometen (1896 …),0,Astro and Planetary Science,A5064616876,high_citation,true,Deterministic 12-work audit is consistently Lund astronomy/comet/star-catalogue output across 1881-1902; automated topic-label outliers are not authorship evidence and no sampled contamination was found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q3611354,Alfredo Boni,VERIFIED_SINGLE,W1990657848,1941,Distacco e scivolamento di masse a Cissone frazione di Serravalle delle Langhe,5,Landslides and related hazards,A5109468760,accepted_author_fragment:A5109468760,true,Full plausible corpus audit (7/7) passed. All rows are chronology- and geology/landslide/tectonics-concordant; external bibliographic evidence independently attributes the 1941 Cissone landslide paper to Alfredo Boni. No sampled/plausible contamination remains.,ARIS4C 000 pre-exposure evidence review,true
cv_Q3611354,Alfredo Boni,VERIFIED_SINGLE,W2013628411,1947,Terremoti dell'Appennino Vogherese-Tortonese e la geologia della regione,0,3D Surveying and Cultural Heritage,A5109468760,temporal_median,true,Full plausible corpus audit (7/7) passed. All rows are chronology- and geology/landslide/tectonics-concordant; external bibliographic evidence independently attributes the 1941 Cissone landslide paper to Alfredo Boni. No sampled/plausible contamination remains.,ARIS4C 000 pre-exposure evidence review,true
cv_Q3611354,Alfredo Boni,VERIFIED_SINGLE,W1974600180,1964,La ligne judicarienne et la limite nord-ouest de l'Apennin septentrional,3,Geological and Geophysical Studies Worldwide,A5109468760,latest,true,Full plausible corpus audit (7/7) passed. All rows are chronology- and geology/landslide/tectonics-concordant; external bibliographic evidence independently attributes the 1941 Cissone landslide paper to Alfredo Boni. No sampled/plausible contamination remains.,ARIS4C 000 pre-exposure evidence review,true
cv_Q3611354,Alfredo Boni,VERIFIED_SINGLE,W2778862128,1962,Lignes et problemes tectoniques du secteur nord-ouest de l'Apennin septentrional,5,Geological and Geochemical Analysis,A5109468760,high_citation,true,Full plausible corpus audit (7/7) passed. All rows are chronology- and geology/landslide/tectonics-concordant; external bibliographic evidence independently attributes the 1941 Cissone landslide paper to Alfredo Boni. No sampled/plausible contamination remains.,ARIS4C 000 pre-exposure evidence review,true
cv_Q3611354,Alfredo Boni,VERIFIED_SINGLE,W2084546620,1942,Il disastro di Quassolo (Borgofranco d'Ivrea) considerazioni sulle «mure»,0,3D Surveying and Cultural Heritage,A5109468760,high_citation,true,Full plausible corpus audit (7/7) passed. All rows are chronology- and geology/landslide/tectonics-concordant; external bibliographic evidence independently attributes the 1941 Cissone landslide paper to Alfredo Boni. No sampled/plausible contamination remains.,ARIS4C 000 pre-exposure evidence review,true
cv_Q3611354,Alfredo Boni,VERIFIED_SINGLE,W2016902585,1946,La frana di Casa Le Rive in comune di Fumane (Verona),0,Mediterranean and Iberian flora and fauna,A5109468760,high_citation,true,Full plausible corpus audit (7/7) passed. All rows are chronology- and geology/landslide/tectonics-concordant; external bibliographic evidence independently attributes the 1941 Cissone landslide paper to Alfredo Boni. No sampled/plausible contamination remains.,ARIS4C 000 pre-exposure evidence review,true
cv_Q3611354,Alfredo Boni,VERIFIED_SINGLE,W2068177684,1947,La frana di Grassura (Fraz. di Cravagliana) in Val Mastellone,0,Historical and Environmental Studies,A5109468760,high_citation,true,Full plausible corpus audit (7/7) passed. All rows are chronology- and geology/landslide/tectonics-concordant; external bibliographic evidence independently attributes the 1941 Cissone landslide paper to Alfredo Boni. No sampled/plausible contamination remains.,ARIS4C 000 pre-exposure evidence review,true
cv_Q1717446,Jürgen Manthey,VERIFIED_SINGLE,W1521124444,1963,Hans Fallada in Selbstzeugnissen und Bilddokumenten,4,European history and politics,A5066480268,accepted_author_fragment:A5066480268,true,Deterministic 12-work audit is consistently literary criticism/cultural history. MERKUR independently attributes Glossa continua and Zeugnis vom Untergang to Jürgen Manthey; external bibliography confirms Königsberg. No sampled contamination found. Sources: https://www.merkur-zeitschrift.de/autoren/j%C3%BCrgen-manthey/ ; https://www.wissenschaft.de/rezensionen/buecher/koenigsberg-geschichte-einer-weltbuergerrepublik/,ARIS4C 000 pre-exposure evidence review,true
cv_Q1717446,Jürgen Manthey,VERIFIED_SINGLE,W2737461264,1990,Glossa continua (IV),0,Archaeological and Historical Studies,A5066480268,temporal_median,true,Deterministic 12-work audit is consistently literary criticism/cultural history. MERKUR independently attributes Glossa continua and Zeugnis vom Untergang to Jürgen Manthey; external bibliography confirms Königsberg. No sampled contamination found. Sources: https://www.merkur-zeitschrift.de/autoren/j%C3%BCrgen-manthey/ ; https://www.wissenschaft.de/rezensionen/buecher/koenigsberg-geschichte-einer-weltbuergerrepublik/,ARIS4C 000 pre-exposure evidence review,true
cv_Q1717446,Jürgen Manthey,VERIFIED_SINGLE,W3037085267,2006,Zeugnis vom Untergang,0,European history and politics,A5066480268,latest,true,Deterministic 12-work audit is consistently literary criticism/cultural history. MERKUR independently attributes Glossa continua and Zeugnis vom Untergang to Jürgen Manthey; external bibliography confirms Königsberg. No sampled contamination found. Sources: https://www.merkur-zeitschrift.de/autoren/j%C3%BCrgen-manthey/ ; https://www.wissenschaft.de/rezensionen/buecher/koenigsberg-geschichte-einer-weltbuergerrepublik/,ARIS4C 000 pre-exposure evidence review,true
cv_Q1717446,Jürgen Manthey,VERIFIED_SINGLE,W606645630,1983,Wenn Blicke zeugen könnten : eine psychohistorische Studie über das Sehen in Literatur und Philosophie,4,"Art, Aesthetics, and Perception",A5066480268,high_citation,true,Deterministic 12-work audit is consistently literary criticism/cultural history. MERKUR independently attributes Glossa continua and Zeugnis vom Untergang to Jürgen Manthey; external bibliography confirms Königsberg. No sampled contamination found. Sources: https://www.merkur-zeitschrift.de/autoren/j%C3%BCrgen-manthey/ ; https://www.wissenschaft.de/rezensionen/buecher/koenigsberg-geschichte-einer-weltbuergerrepublik/,ARIS4C 000 pre-exposure evidence review,true
cv_Q1717446,Jürgen Manthey,VERIFIED_SINGLE,W649791950,1978,Der Neue Irrationalismus,3,"Philosophy, Science, and History",A5066480268,high_citation,true,Deterministic 12-work audit is consistently literary criticism/cultural history. MERKUR independently attributes Glossa continua and Zeugnis vom Untergang to Jürgen Manthey; external bibliography confirms Königsberg. No sampled contamination found. Sources: https://www.merkur-zeitschrift.de/autoren/j%C3%BCrgen-manthey/ ; https://www.wissenschaft.de/rezensionen/buecher/koenigsberg-geschichte-einer-weltbuergerrepublik/,ARIS4C 000 pre-exposure evidence review,true
cv_Q1717446,Jürgen Manthey,VERIFIED_SINGLE,W1602132438,2005,Königsberg : Geschichte einer Weltbürgerrepublik,3,European history and politics,A5066480268,high_citation,true,Deterministic 12-work audit is consistently literary criticism/cultural history. MERKUR independently attributes Glossa continua and Zeugnis vom Untergang to Jürgen Manthey; external bibliography confirms Königsberg. No sampled contamination found. Sources: https://www.merkur-zeitschrift.de/autoren/j%C3%BCrgen-manthey/ ; https://www.wissenschaft.de/rezensionen/buecher/koenigsberg-geschichte-einer-weltbuergerrepublik/,ARIS4C 000 pre-exposure evidence review,true
cv_Q1717446,Jürgen Manthey,VERIFIED_SINGLE,W3033892416,1976,WILHELM RAABE UND DAS SCHEITERN DES DEUTSCHEN LIBERALISMUS,2,"Nietzsche, Schopenhauer, and Hegel",A5066480268,high_citation,true,Deterministic 12-work audit is consistently literary criticism/cultural history. MERKUR independently attributes Glossa continua and Zeugnis vom Untergang to Jürgen Manthey; external bibliography confirms Königsberg. No sampled contamination found. Sources: https://www.merkur-zeitschrift.de/autoren/j%C3%BCrgen-manthey/ ; https://www.wissenschaft.de/rezensionen/buecher/koenigsberg-geschichte-einer-weltbuergerrepublik/,ARIS4C 000 pre-exposure evidence review,true
cv_Q1717446,Jürgen Manthey,VERIFIED_SINGLE,W2320744053,1979,Literaturmagazin 9. Der neue Irrationalismus,1,Libraries and Information Services,A5066480268,high_citation,true,Deterministic 12-work audit is consistently literary criticism/cultural history. MERKUR independently attributes Glossa continua and Zeugnis vom Untergang to Jürgen Manthey; external bibliography confirms Königsberg. No sampled contamination found. Sources: https://www.merkur-zeitschrift.de/autoren/j%C3%BCrgen-manthey/ ; https://www.wissenschaft.de/rezensionen/buecher/koenigsberg-geschichte-einer-weltbuergerrepublik/,ARIS4C 000 pre-exposure evidence review,true
cv_Q1717446,Jürgen Manthey,VERIFIED_SINGLE,W566708034,1979,Schreiben oder Literatur,1,Linguistic research and analysis,A5066480268,high_citation,true,Deterministic 12-work audit is consistently literary criticism/cultural history. MERKUR independently attributes Glossa continua and Zeugnis vom Untergang to Jürgen Manthey; external bibliography confirms Königsberg. No sampled contamination found. Sources: https://www.merkur-zeitschrift.de/autoren/j%C3%BCrgen-manthey/ ; https://www.wissenschaft.de/rezensionen/buecher/koenigsberg-geschichte-einer-weltbuergerrepublik/,ARIS4C 000 pre-exposure evidence review,true
cv_Q1717446,Jürgen Manthey,VERIFIED_SINGLE,W2739457492,1984,Der Roman des Ein-Auges,1,German Literature and Culture Studies,A5066480268,high_citation,true,Deterministic 12-work audit is consistently literary criticism/cultural history. MERKUR independently attributes Glossa continua and Zeugnis vom Untergang to Jürgen Manthey; external bibliography confirms Königsberg. No sampled contamination found. Sources: https://www.merkur-zeitschrift.de/autoren/j%C3%BCrgen-manthey/ ; https://www.wissenschaft.de/rezensionen/buecher/koenigsberg-geschichte-einer-weltbuergerrepublik/,ARIS4C 000 pre-exposure evidence review,true
cv_Q1717446,Jürgen Manthey,VERIFIED_SINGLE,W2994168229,1987,Der Kummer von Flandern,1,Historical and Archaeological Studies,A5066480268,high_citation,true,Deterministic 12-work audit is consistently literary criticism/cultural history. MERKUR independently attributes Glossa continua and Zeugnis vom Untergang to Jürgen Manthey; external bibliography confirms Königsberg. No sampled contamination found. Sources: https://www.merkur-zeitschrift.de/autoren/j%C3%BCrgen-manthey/ ; https://www.wissenschaft.de/rezensionen/buecher/koenigsberg-geschichte-einer-weltbuergerrepublik/,ARIS4C 000 pre-exposure evidence review,true
cv_Q1717446,Jürgen Manthey,VERIFIED_SINGLE,W2739126149,1992,Glossa continua (XIII),1,Comparative International Legal Studies,A5066480268,high_citation,true,Deterministic 12-work audit is consistently literary criticism/cultural history. MERKUR independently attributes Glossa continua and Zeugnis vom Untergang to Jürgen Manthey; external bibliography confirms Königsberg. No sampled contamination found. Sources: https://www.merkur-zeitschrift.de/autoren/j%C3%BCrgen-manthey/ ; https://www.wissenschaft.de/rezensionen/buecher/koenigsberg-geschichte-einer-weltbuergerrepublik/,ARIS4C 000 pre-exposure evidence review,true
