pair_id,iso3_i,iso3_j,contig,col45,col_dep_ever,sibling_ever,comlang_ethno,comlang_off,col_dep_end_conflict,comcol,col_dep_end_year,cepii_first_panel_year,cepii_last_panel_year,dist,dist_max_spread
BDI__SOM,BDI,SOM,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,1876.0,0.0
BDI__SSD,BDI,SSD,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,943.0,0.0
BDI__STP,BDI,STP,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,2552.0,0.0
BDI__SUR,BDI,SUR,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,9452.0,0.0
BDI__SWZ,BDI,SWZ,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,2545.0,0.0
BDI__SYC,BDI,SYC,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,2900.0,0.0
BDI__SYR,BDI,SYR,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,4303.0,310.0
BDI__TCD,BDI,TCD,0.0,0.0,0,0.0,0.0,1.0,,0.0,,1948,2021,2333.0,0.0
BDI__TGO,BDI,TGO,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,3302.0,0.0
BDI__THA,BDI,THA,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,8078.0,0.0
BDI__TJK,BDI,TJK,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,6159.0,0.0
BDI__TKM,BDI,TKM,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,5468.0,0.0
BDI__TLS,BDI,TLS,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,10644.0,0.0
BDI__TON,BDI,TON,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,16207.0,0.0
BDI__TTO,BDI,TTO,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,10183.0,0.0
BDI__TUN,BDI,TUN,0.0,0.0,0,0.0,0.0,1.0,,0.0,,1948,2021,4876.0,0.0
BDI__TUR,BDI,TUR,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,4916.0,0.0
BDI__TUV,BDI,TUV,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,16435.0,0.0
BDI__TWN,BDI,TWN,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,10389.0,8.0
BDI__TZA,BDI,TZA,1.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,1162.0,0.0
BDI__UGA,BDI,UGA,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,544.0,0.0
BDI__URY,BDI,URY,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,9392.0,0.0
BDI__USA,BDI,USA,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,11383.0,0.0
BDI__UZB,BDI,UZB,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,6383.0,0.0
BDI__VCT,BDI,VCT,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,10166.0,0.0
BDI__VEN,BDI,VEN,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,10769.0,0.0
BDI__VNM,BDI,VNM,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,8703.0,0.0
BDI__VUT,BDI,VUT,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,14956.0,0.0
BDI__WSM,BDI,WSM,0.0,0.0,0,1.0,0.0,0.0,,0.0,,1948,2021,17012.0,0.0
BDI__YEM,BDI,YEM,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,2574.0,132.0
BDI__ZAF,BDI,ZAF,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,3048.0,1038.0
BDI__ZMB,BDI,ZMB,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,1193.5,285.0
BDI__ZWE,BDI,ZWE,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,1609.0,0.0
BEL__BEN,BEL,BEN,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,4929.5,9.0
BEL__BFA,BEL,BFA,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,4385.0,168.0
BEL__BGD,BEL,BGD,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,7732.0,0.0
BEL__BHR,BEL,BHR,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,4758.0,0.0
BEL__BHS,BEL,BHS,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,7321.0,0.0
BEL__BLZ,BEL,BLZ,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,8754.0,0.0
BEL__BOL,BEL,BOL,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,10238.0,0.0
BEL__BRA,BEL,BRA,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,9520.5,231.0
BEL__BRB,BEL,BRB,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,7067.0,0.0
BEL__BRN,BEL,BRN,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,11004.0,0.0
BEL__BTN,BEL,BTN,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,7374.0,0.0
BEL__BWA,BEL,BWA,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,8627.0,0.0
BEL__CAF,BEL,CAF,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,5321.0,0.0
BEL__CAN,BEL,CAN,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,5796.5,489.0
BEL__CHL,BEL,CHL,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,11869.0,0.0
BEL__CHN,BEL,CHN,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,9030.0,0.0
BEL__CIV,BEL,CIV,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,5104.0,0.0
BEL__CMR,BEL,CMR,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,5231.5,39.0
BEL__COD,BEL,COD,0.0,1.0,0,0.0,1.0,1.0,,0.0,,1948,2021,6203.0,0.0
BEL__COG,BEL,COG,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,6196.0,0.0
BEL__COL,BEL,COL,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,8800.0,0.0
BEL__COM,BEL,COM,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,7887.0,0.0
BEL__CPV,BEL,CPV,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,4703.0,0.0
BEL__CRI,BEL,CRI,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,9050.0,0.0
BEL__CUB,BEL,CUB,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,7826.0,0.0
BEL__CYP,BEL,CYP,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,2907.0,0.0
BEL__DEU,BEL,DEU,1.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,653.0,0.0
BEL__DJI,BEL,DJI,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,5596.0,0.0
BEL__DMA,BEL,DMA,0.0,0.0,0,0.0,0.0,1.0,,0.0,,1948,2021,7003.0,0.0
BEL__DOM,BEL,DOM,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,7335.0,0.0
BEL__DZA,BEL,DZA,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,1569.0,0.0
BEL__ECU,BEL,ECU,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,9790.0,0.0
BEL__EGY,BEL,EGY,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,3212.0,0.0
BEL__ERI,BEL,ERI,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,5007.0,0.0
BEL__ESP,BEL,ESP,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,1191.0,252.0
BEL__ETH,BEL,ETH,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,5607.0,0.0
BEL__FJI,BEL,FJI,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,16338.0,0.0
BEL__FRA,BEL,FRA,1.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,264.0,0.0
BEL__FSM,BEL,FSM,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,13130.0,0.0
BEL__GAB,BEL,GAB,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,5612.0,0.0
BEL__GBR,BEL,GBR,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,321.0,0.0
BEL__GEO,BEL,GEO,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,3236.0,0.0
BEL__GHA,BEL,GHA,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,4982.5,111.0
BEL__GIN,BEL,GIN,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,4865.0,0.0
BEL__GMB,BEL,GMB,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,4562.0,0.0
BEL__GNB,BEL,GNB,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,4688.0,0.0
BEL__GNQ,BEL,GNQ,0.0,0.0,0,0.0,0.0,1.0,,0.0,,1948,2021,5453.0,0.0
BEL__GRD,BEL,GRD,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,7304.0,0.0
BEL__GTM,BEL,GTM,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,9099.0,0.0
BEL__GUY,BEL,GUY,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,7514.0,0.0
BEL__HND,BEL,HND,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,8915.0,0.0
BEL__HTI,BEL,HTI,0.0,0.0,0,0.0,0.0,1.0,,0.0,,1948,2021,7502.0,0.0
BEL__IDN,BEL,IDN,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,11419.0,0.0
BEL__IND,BEL,IND,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,7054.0,1264.0
BEL__IRN,BEL,IRN,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,4090.0,0.0
BEL__IRQ,BEL,IRQ,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,3776.0,0.0
BEL__ISR,BEL,ISR,0.0,0.0,0,0.0,1.0,0.0,,0.0,,1948,2021,3247.0,0.0
BEL__ITA,BEL,ITA,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,1174.0,0.0
BEL__JAM,BEL,JAM,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,7860.0,0.0
BEL__JOR,BEL,JOR,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,3330.0,0.0
BEL__JPN,BEL,JPN,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,9472.0,0.0
BEL__KAZ,BEL,KAZ,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,5352.0,0.0
BEL__KEN,BEL,KEN,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,6544.0,0.0
BEL__KGZ,BEL,KGZ,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,5223.0,0.0
BEL__KHM,BEL,KHM,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,9750.0,0.0
BEL__KIR,BEL,KIR,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,14123.0,0.0
BEL__KNA,BEL,KNA,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,6930.0,0.0
BEL__KOR,BEL,KOR,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,8728.0,0.0
BEL__KWT,BEL,KWT,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,4327.0,0.0
BEL__LAO,BEL,LAO,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,9041.0,0.0
BEL__LBN,BEL,LBN,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,3143.0,0.0
BEL__LBR,BEL,LBR,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,5135.0,0.0
BEL__LBY,BEL,LBY,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,2123.0,0.0
BEL__LCA,BEL,LCA,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,7085.0,0.0
BEL__LKA,BEL,LKA,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,8396.0,0.0
BEL__LSO,BEL,LSO,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,9167.0,0.0
BEL__MAR,BEL,MAR,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,2150.0,0.0
BEL__MDG,BEL,MDG,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,8805.0,0.0
BEL__MDV,BEL,MDV,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,8195.0,0.0
BEL__MEX,BEL,MEX,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,9262.0,0.0
BEL__MHL,BEL,MHL,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,13466.0,0.0
BEL__MLI,BEL,MLI,0.0,0.0,0,0.0,0.0,1.0,,0.0,,1948,2021,4382.0,0.0
BEL__MMR,BEL,MMR,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,8702.0,0.0
BEL__MNG,BEL,MNG,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,6812.0,0.0
BEL__MOZ,BEL,MOZ,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,8948.0,4.0
BEL__MRT,BEL,MRT,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,4056.0,0.0
BEL__MUS,BEL,MUS,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,9424.0,0.0
BEL__MWI,BEL,MWI,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,7847.0,234.0
BEL__MYS,BEL,MYS,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,10409.5,311.0
BEL__NAM,BEL,NAM,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,8227.0,0.0
BEL__NER,BEL,NER,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,4145.0,0.0
BEL__NGA,BEL,NGA,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,4870.0,104.0
BEL__NIC,BEL,NIC,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,9014.0,0.0
BEL__NLD,BEL,NLD,1.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,147.0,54.0
BEL__NPL,BEL,NPL,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,7060.0,0.0
BEL__NRU,BEL,NRU,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,14191.0,0.0
BEL__NZL,BEL,NZL,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,18277.0,0.0
BEL__OMN,BEL,OMN,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,5516.0,0.0
BEL__PAK,BEL,PAK,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,6004.0,0.0
BEL__PAN,BEL,PAN,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,8809.0,0.0
BEL__PER,BEL,PER,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,10441.0,0.0
BEL__PHL,BEL,PHL,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,10521.0,0.0
BEL__PLW,BEL,PLW,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,11986.5,7.0
BEL__PNG,BEL,PNG,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,14300.0,0.0
BEL__PRK,BEL,PRK,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,8533.0,0.0
BEL__PRT,BEL,PRT,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,1714.0,0.0
BEL__PRY,BEL,PRY,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,10390.0,0.0
BEL__QAT,BEL,QAT,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,4894.5,9.0
BEL__RWA,BEL,RWA,0.0,1.0,1,0.0,1.0,1.0,0.0,0.0,1962.0,1948,2021,6340.0,0.0
BEL__SAU,BEL,SAU,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,4559.0,140.0
BEL__SDN,BEL,SDN,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,4656.0,0.0
BEL__SEN,BEL,SEN,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,4463.0,0.0
BEL__SGP,BEL,SGP,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,10565.0,0.0
BEL__SLB,BEL,SLB,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,14900.0,0.0
BEL__SLE,BEL,SLE,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,4968.0,0.0
BEL__SLV,BEL,SLV,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,9086.0,0.0
BEL__SOM,BEL,SOM,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,6633.0,0.0
BEL__SSD,BEL,SSD,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,5694.0,0.0
BEL__STP,BEL,STP,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,5602.0,0.0
BEL__SUR,BEL,SUR,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,7398.0,0.0
BEL__SWZ,BEL,SWZ,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,8944.0,0.0
BEL__SYC,BEL,SYC,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,7834.0,0.0
BEL__SYR,BEL,SYR,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,3150.0,154.0
BEL__TCD,BEL,TCD,0.0,0.0,0,0.0,0.0,1.0,,0.0,,1948,2021,4405.0,0.0
BEL__TGO,BEL,TGO,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,4965.0,0.0
BEL__THA,BEL,THA,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,9264.0,0.0
BEL__TJK,BEL,TJK,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,5113.0,0.0
BEL__TKM,BEL,TKM,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,4426.0,0.0
BEL__TLS,BEL,TLS,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,12905.0,0.0
BEL__TON,BEL,TON,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,16707.0,0.0
BEL__TTO,BEL,TTO,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,7407.0,0.0
BEL__TUN,BEL,TUN,0.0,0.0,0,0.0,0.0,1.0,,0.0,,1948,2021,1626.0,0.0
BEL__TUR,BEL,TUR,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,2184.0,0.0
BEL__TUV,BEL,TUV,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,15287.0,0.0
BEL__TWN,BEL,TWN,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,9598.5,1.0
BEL__TZA,BEL,TZA,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,7215.0,0.0
BEL__UGA,BEL,UGA,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,6202.0,0.0
BEL__URY,BEL,URY,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,11186.0,0.0
BEL__USA,BEL,USA,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,5904.0,0.0
BEL__UZB,BEL,UZB,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,4964.0,0.0
BEL__VCT,BEL,VCT,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,7173.0,0.0
BEL__VEN,BEL,VEN,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,7794.0,0.0
BEL__VNM,BEL,VNM,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,9939.0,0.0
BEL__VUT,BEL,VUT,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,16067.0,0.0
BEL__WSM,BEL,WSM,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,15884.0,0.0
BEL__YEM,BEL,YEM,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,5293.5,21.0
BEL__ZAF,BEL,ZAF,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,9169.5,645.0
BEL__ZMB,BEL,ZMB,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,7563.0,278.0
BEL__ZWE,BEL,ZWE,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,8043.0,0.0
BEN__BFA,BEN,BFA,1.0,0.0,0,1.0,1.0,1.0,,1.0,,1948,2021,846.0,128.0
BEN__BGD,BEN,BGD,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,9531.5,3.0
BEN__BHR,BEN,BHR,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,5555.5,1.0
BEN__BHS,BEN,BHS,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,8683.0,10.0
BEN__BLZ,BEN,BLZ,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,9930.0,10.0
BEN__BOL,BEN,BOL,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,8165.5,3.0
BEN__BRA,BEN,BRA,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,6100.0,346.0
BEN__BRB,BEN,BRB,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,6828.5,9.0
BEN__BRN,BEN,BRN,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,12438.0,6.0
BEN__BTN,BEN,BTN,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,9419.0,2.0
BEN__BWA,BEN,BWA,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,4279.5,11.0
BEN__CAF,BEN,CAF,0.0,0.0,0,1.0,1.0,1.0,,1.0,,1948,2021,1806.0,8.0
BEN__CAN,BEN,CAN,0.0,0.0,0,1.0,1.0,1.0,,0.0,,1948,2021,8642.5,451.0
BEN__CHL,BEN,CHL,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,8851.0,0.0
BEN__CHN,BEN,CHN,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,12334.0,0.0
BEN__CIV,BEN,CIV,0.0,0.0,0,1.0,1.0,1.0,,1.0,,1948,2021,720.0,6.0
BEN__CMR,BEN,CMR,0.0,0.0,0,1.0,1.0,1.0,,1.0,,1948,2021,951.0,208.0
BEN__COD,BEN,COD,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,1863.5,11.0
BEN__COG,BEN,COG,0.0,0.0,0,1.0,1.0,1.0,,1.0,,1948,2021,1856.5,11.0
BEN__COL,BEN,COL,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,8468.5,7.0
BEN__COM,BEN,COM,0.0,0.0,0,1.0,1.0,1.0,,1.0,,1948,2021,4949.0,10.0
BEN__CPV,BEN,CPV,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,2982.0,10.0
BEN__CRI,BEN,CRI,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,9511.5,9.0
BEN__CUB,BEN,CUB,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,9205.0,10.0
BEN__CYP,BEN,CYP,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,4493.5,3.0
BEN__DEU,BEN,DEU,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,5212.0,8.0
BEN__DJI,BEN,DJI,0.0,0.0,0,1.0,1.0,1.0,,1.0,,1948,2021,4514.5,5.0
BEN__DMA,BEN,DMA,0.0,0.0,0,0.0,0.0,1.0,,0.0,,1948,2021,7020.5,9.0
BEN__DOM,BEN,DOM,0.0,0.0,0,1.0,0.0,0.0,,0.0,,1948,2021,7927.0,10.0
BEN__DZA,BEN,DZA,0.0,0.0,0,1.0,1.0,1.0,,1.0,,1948,2021,3361.5,9.0
BEN__ECU,BEN,ECU,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,9193.0,6.0
BEN__EGY,BEN,EGY,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,3995.0,2.0
BEN__ERI,BEN,ERI,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,4109.0,4.0
BEN__ESP,BEN,ESP,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,3845.5,69.0
BEN__ETH,BEN,ETH,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,4020.0,6.0
BEN__FJI,BEN,FJI,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,18639.5,11.0
BEN__FRA,BEN,FRA,0.0,1.0,1,0.0,1.0,1.0,0.0,0.0,1960.0,1948,2021,4704.5,9.0
BEN__FSM,BEN,FSM,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,16961.5,1.0
BEN__GAB,BEN,GAB,0.0,0.0,0,1.0,1.0,1.0,,1.0,,1948,2021,1028.5,11.0
BEN__GBR,BEN,GBR,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,5005.5,9.0
BEN__GEO,BEN,GEO,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,5727.5,3.0
BEN__GHA,BEN,GHA,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,372.0,138.0
BEN__GIN,BEN,GIN,0.0,0.0,0,1.0,1.0,1.0,,1.0,,1948,2021,1801.5,9.0
BEN__GMB,BEN,GMB,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,2230.0,10.0
BEN__GNB,BEN,GNB,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,2066.0,10.0
BEN__GNQ,BEN,GNQ,0.0,0.0,0,0.0,0.0,1.0,,0.0,,1948,2021,961.0,10.0
BEN__GRD,BEN,GRD,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,7061.5,9.0
BEN__GTM,BEN,GTM,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,10151.5,9.0
BEN__GUY,BEN,GUY,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,6690.5,7.0
BEN__HND,BEN,HND,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,9802.5,9.0
BEN__HTI,BEN,HTI,0.0,0.0,0,1.0,0.0,1.0,,0.0,,1948,2021,8183.5,9.0
BEN__IDN,BEN,IDN,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,11686.5,7.0
BEN__IND,BEN,IND,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,8533.0,1596.0
